period,demand_MW,solar_MW,wind_MW,net_load_MW
2023-07-06 09:00:00,50090,0,12967,37123
2023-07-06 10:00:00,49609,0,11722,37887
2023-07-06 11:00:00,50252,0,9904,40348
2023-07-06 12:00:00,51155,36,8158,42961
2023-07-06 13:00:00,52473,1883,7863,42727
2023-07-06 14:00:00,54599,6370,8314,39915
2023-07-06 15:00:00,57564,8326,8261,40977
2023-07-06 16:00:00,60730,9652,6031,45047
2023-07-06 17:00:00,63144,10128,5178,47838
2023-07-06 18:00:00,64833,9981,5828,49024
2023-07-06 19:00:00,66100,10066,7238,48796
2023-07-06 20:00:00,67066,10604,7959,48503
2023-07-06 21:00:00,67892,10648,7729,49515
2023-07-06 22:00:00,68220,10691,7588,49941
2023-07-06 23:00:00,67937,10170,7852,49915
2023-07-07 00:00:00,67087,9230,8142,49715
2023-07-07 01:00:00,65121,5433,8234,51454
2023-07-07 02:00:00,62901,797,8364,53740
2023-07-07 03:00:00,61681,10,9452,52219
2023-07-07 04:00:00,58855,10,11666,47179
2023-07-07 05:00:00,55549,10,13847,41692
2023-07-07 06:00:00,52628,10,15453,37165
2023-07-07 07:00:00,50091,0,15574,34517
2023-07-07 08:00:00,48336,0,15943,32393
2023-07-07 09:00:00,47188,0,15745,31443
2023-07-07 10:00:00,46909,0,15244,31665
2023-07-07 11:00:00,47701,0,13845,33856
2023-07-07 12:00:00,48851,34,11865,36952
2023-07-07 13:00:00,49871,2083,8657,39131
2023-07-07 14:00:00,52034,6837,7149,38048
2023-07-07 15:00:00,54891,9140,7354,38397
2023-07-07 16:00:00,57484,9866,7684,39934
2023-07-07 17:00:00,59722,10453,9589,39680
2023-07-07 18:00:00,62561,10872,13002,38687
2023-07-07 19:00:00,65597,11232,16128,38237
2023-07-07 20:00:00,68247,10342,18280,39625
2023-07-07 21:00:00,70535,9031,19845,41659
2023-07-07 22:00:00,72092,9046,20218,42828
2023-07-07 23:00:00,72329,8214,21173,42942
2023-07-08 00:00:00,71103,7102,21182,42819
2023-07-08 01:00:00,69064,4580,20109,44375
2023-07-08 02:00:00,66078,500,16314,49264
2023-07-08 03:00:00,63740,0,13452,50288
2023-07-08 04:00:00,60856,0,12409,48447
2023-07-08 05:00:00,57598,0,14131,43467
2023-07-08 06:00:00,54290,0,15014,39276
2023-07-08 07:00:00,51551,0,11412,40139
2023-07-08 08:00:00,49623,0,8416,41207
2023-07-08 09:00:00,48446,0,7598,40848
2023-07-08 10:00:00,47723,0,9381,38342
2023-07-08 11:00:00,47676,0,11641,36035
2023-07-08 12:00:00,47647,21,11784,35842
2023-07-08 13:00:00,48207,1460,9490,37257
2023-07-08 14:00:00,50860,4517,8251,38092
2023-07-08 15:00:00,54535,6442,9329,38764
2023-07-08 16:00:00,58417,9161,8155,41101
2023-07-08 17:00:00,62430,10497,7395,44538
2023-07-08 18:00:00,66055,11432,7865,46758
2023-07-08 19:00:00,68657,12100,8370,48187
2023-07-08 20:00:00,70518,11989,9177,49352
2023-07-08 21:00:00,72249,11653,9421,51175
2023-07-08 22:00:00,74150,11181,9741,53228
2023-07-08 23:00:00,75165,10885,10069,54211
2023-07-09 00:00:00,74665,9903,10734,54028
2023-07-09 01:00:00,72394,5630,10900,55864
2023-07-09 02:00:00,69133,644,10699,57790
2023-07-09 03:00:00,66621,0,11996,54625
2023-07-09 04:00:00,63627,0,14701,48926
2023-07-09 05:00:00,60192,0,17429,42763
2023-07-09 06:00:00,57121,0,19556,37565
2023-07-09 07:00:00,54221,0,19950,34271
2023-07-09 08:00:00,52138,0,19810,32328
2023-07-09 09:00:00,50481,0,19323,31158
2023-07-09 10:00:00,49444,0,18673,30771
2023-07-09 11:00:00,49074,0,18213,30861
2023-07-09 12:00:00,48677,16,14920,33741
2023-07-09 13:00:00,48794,1890,10242,36662
2023-07-09 14:00:00,50710,6088,9382,35240
2023-07-09 15:00:00,53919,8462,10557,34900
2023-07-09 16:00:00,57145,9542,9135,38468
2023-07-09 17:00:00,60420,10533,7761,42126
2023-07-09 18:00:00,63356,11172,7006,45178
2023-07-09 19:00:00,66315,11583,6875,47857
2023-07-09 20:00:00,69094,11659,7096,50339
2023-07-09 21:00:00,71702,11442,7646,52614
2023-07-09 22:00:00,73591,11453,8847,53291
2023-07-09 23:00:00,74747,11128,9855,53764
2023-07-10 00:00:00,74282,9656,10816,53810
2023-07-10 01:00:00,72359,5136,12423,54800
2023-07-10 02:00:00,69603,639,14491,54473
2023-07-10 03:00:00,67628,0,14999,52629
2023-07-10 04:00:00,64162,0,15187,48975
2023-07-10 05:00:00,60024,0,14397,45627
2023-07-10 06:00:00,56318,0,12870,43448
2023-07-10 07:00:00,53568,0,11336,42232
2023-07-10 08:00:00,51545,0,10102,41443
2023-07-10 09:00:00,50243,0,9147,41096
2023-07-10 10:00:00,49885,0,8418,41467
2023-07-10 11:00:00,50611,0,7605,43006
2023-07-10 12:00:00,51753,19,6240,45494
2023-07-10 13:00:00,52820,2191,4640,45989
2023-07-10 14:00:00,55259,7723,3605,43931
2023-07-10 15:00:00,58325,10065,4667,43593
2023-07-10 16:00:00,62094,11417,4619,46058
2023-07-10 17:00:00,66255,12242,4887,49126
2023-07-10 18:00:00,70583,12518,5070,52995
2023-07-10 19:00:00,74757,12340,5543,56874
2023-07-10 20:00:00,77440,12312,5997,59131
2023-07-10 21:00:00,78514,11697,6275,60542
2023-07-10 22:00:00,79396,10881,6643,61872
2023-07-10 23:00:00,79692,10603,7173,61916
2023-07-11 00:00:00,78713,8825,8283,61605
2023-07-11 01:00:00,76446,3633,9831,62982
2023-07-11 02:00:00,73846,270,11502,62074
2023-07-11 03:00:00,72236,0,14327,57909
2023-07-11 04:00:00,68828,0,17007,51821
2023-07-11 05:00:00,64711,0,18336,46375
2023-07-11 06:00:00,60822,0,16334,44488
2023-07-11 07:00:00,57684,0,16323,41361
2023-07-11 08:00:00,55187,0,15595,39592
2023-07-11 09:00:00,53704,0,14318,39386
2023-07-11 10:00:00,53183,0,14569,38614
2023-07-11 11:00:00,53988,0,12426,41562
2023-07-11 12:00:00,55020,13,12196,42811
2023-07-11 13:00:00,55544,1042,13109,41393
2023-07-11 14:00:00,57156,4294,12976,39886
2023-07-11 15:00:00,59407,7125,13217,39065
2023-07-11 16:00:00,62583,8515,12583,41485
2023-07-11 17:00:00,65426,9462,12578,43386
2023-07-11 18:00:00,68621,10450,11751,46420
2023-07-11 19:00:00,71865,11170,11587,49108
2023-07-11 20:00:00,74675,10978,11694,52003
2023-07-11 21:00:00,76747,10887,12283,53577
2023-07-11 22:00:00,78617,10888,12198,55531
2023-07-11 23:00:00,78802,10723,12143,55936
2023-07-12 00:00:00,78035,9841,12317,55877
2023-07-12 01:00:00,75961,5414,13149,57398
2023-07-12 02:00:00,73099,624,14526,57949
2023-07-12 03:00:00,71398,0,18467,52931
2023-07-12 04:00:00,67829,0,21663,46166
2023-07-12 05:00:00,63789,0,22743,41046
2023-07-12 06:00:00,60117,0,23752,36365
2023-07-12 07:00:00,57199,0,24179,33020
2023-07-12 08:00:00,55193,0,23341,31852
2023-07-12 09:00:00,53957,0,23017,30940
2023-07-12 10:00:00,53539,0,22485,31054
2023-07-12 11:00:00,54275,0,22050,32225
2023-07-12 12:00:00,55160,28,21656,33476
2023-07-12 13:00:00,55835,2192,20284,33359
2023-07-12 14:00:00,58311,7707,19572,31032
2023-07-12 15:00:00,61826,9110,20936,31780
2023-07-12 16:00:00,65828,9994,20670,35164
2023-07-12 17:00:00,69720,11470,19039,39211
2023-07-12 18:00:00,73568,12296,17179,44093
2023-07-12 19:00:00,77451,12772,15606,49073
2023-07-12 20:00:00,79996,12512,14848,52636
2023-07-12 21:00:00,80501,11693,14026,54782
2023-07-12 22:00:00,81125,11029,13628,56468
2023-07-12 23:00:00,81347,10538,14186,56623
2023-07-13 00:00:00,80853,9245,16095,55513
2023-07-13 01:00:00,78857,4474,17278,57105
2023-07-13 02:00:00,76123,394,18784,56945
2023-07-13 03:00:00,74567,0,21992,52575
2023-07-13 04:00:00,70719,1,23741,46977
2023-07-13 05:00:00,66725,0,23288,43437
2023-07-13 06:00:00,62799,0,22310,40489
2023-07-13 07:00:00,59865,0,21399,38466
2023-07-13 08:00:00,57589,0,20067,37522
2023-07-13 09:00:00,56050,0,19120,36930
2023-07-13 10:00:00,55221,0,19209,36012
2023-07-13 11:00:00,55369,0,18701,36668
2023-07-13 12:00:00,56152,12,17585,38555
2023-07-13 13:00:00,56693,1689,16258,38746
2023-07-13 14:00:00,58621,6337,14540,37744
2023-07-13 15:00:00,61703,9442,14926,37335
2023-07-13 16:00:00,65422,10859,13336,41227
2023-07-13 17:00:00,69329,11361,12195,45773
2023-07-13 18:00:00,73029,12021,10948,50060
2023-07-13 19:00:00,76718,12489,10011,54218
2023-07-13 20:00:00,79632,12454,10056,57122
2023-07-13 21:00:00,80783,12149,10044,58590
2023-07-13 22:00:00,81241,12102,10349,58790
2023-07-13 23:00:00,81393,11638,12008,57747
2023-07-14 00:00:00,80693,9731,12184,58778
2023-07-14 01:00:00,79102,5107,13433,60562
2023-07-14 02:00:00,76308,471,15480,60357
2023-07-14 03:00:00,74273,0,19064,55209
2023-07-14 04:00:00,70630,9,21951,48670
2023-07-14 05:00:00,66497,0,22408,44089
2023-07-14 06:00:00,62627,0,22871,39756
2023-07-14 07:00:00,59575,0,21012,38563
2023-07-14 08:00:00,57232,0,18735,38497
2023-07-14 09:00:00,55639,0,15518,40121
2023-07-14 10:00:00,54881,0,13517,41364
2023-07-14 11:00:00,54983,0,12701,42282
2023-07-14 12:00:00,55363,10,11496,43857
2023-07-14 13:00:00,55920,1415,10455,44050
2023-07-14 14:00:00,58405,5749,9639,43017
2023-07-14 15:00:00,62021,8919,9813,43289
2023-07-14 16:00:00,66058,10267,9317,46474
2023-07-14 17:00:00,69831,10979,10075,48777
2023-07-14 18:00:00,73332,11744,10350,51238
2023-07-14 19:00:00,76785,11960,10696,54129
2023-07-14 20:00:00,79366,12019,11036,56311
2023-07-14 21:00:00,80533,12194,11897,56442
2023-07-14 22:00:00,80855,11764,13032,56059
2023-07-14 23:00:00,80628,11130,13590,55908
2023-07-15 00:00:00,79405,9722,13554,56129
2023-07-15 01:00:00,77372,5249,13885,58238
2023-07-15 02:00:00,74248,593,14184,59471
2023-07-15 03:00:00,71913,7,15686,56220
2023-07-15 04:00:00,68429,7,17950,50472
2023-07-15 05:00:00,64794,7,19470,45317
2023-07-15 06:00:00,61224,7,20541,40676
2023-07-15 07:00:00,58299,7,21502,36790
2023-07-15 08:00:00,55837,7,21064,34766
2023-07-15 09:00:00,53926,7,19102,34817
2023-07-15 10:00:00,52586,7,16753,35826
2023-07-15 11:00:00,52077,7,15439,36631
2023-07-15 12:00:00,51815,24,14155,37636
2023-07-15 13:00:00,52284,1673,13824,36787
2023-07-15 14:00:00,55000,6380,12489,36131
2023-07-15 15:00:00,58665,9039,11574,38052
2023-07-15 16:00:00,62997,10700,10667,41630
2023-07-15 17:00:00,67559,11116,10349,46094
2023-07-15 18:00:00,71489,11446,10544,49499
2023-07-15 19:00:00,74512,11419,10025,53068
2023-07-15 20:00:00,76773,11935,8981,55857
2023-07-15 21:00:00,78017,11777,8244,57996
2023-07-15 22:00:00,78444,11306,8977,58161
2023-07-15 23:00:00,78082,10778,9421,57883
2023-07-16 00:00:00,76971,8677,10505,57789
2023-07-16 01:00:00,75030,4211,11740,59079
2023-07-16 02:00:00,72253,404,11400,60449
2023-07-16 03:00:00,70052,0,12116,57936
2023-07-16 04:00:00,66708,0,13609,53099
2023-07-16 05:00:00,63242,0,14595,48647
2023-07-16 06:00:00,59891,0,15147,44744
2023-07-16 07:00:00,56890,0,14748,42142
2023-07-16 08:00:00,54426,0,12714,41712
2023-07-16 09:00:00,52455,0,11655,40800
2023-07-16 10:00:00,51086,0,12410,38676
2023-07-16 11:00:00,50656,0,14291,36365
2023-07-16 12:00:00,50022,11,10637,39374
2023-07-16 13:00:00,50067,1121,8424,40522
2023-07-16 14:00:00,52495,5058,6804,40633
2023-07-16 15:00:00,55541,8185,6199,41157
2023-07-16 16:00:00,58012,10933,4282,42797
2023-07-16 17:00:00,61192,11290,3325,46577
2023-07-16 18:00:00,64574,10847,3467,50260
2023-07-16 19:00:00,67202,10840,3763,52599
2023-07-16 20:00:00,69137,11257,4062,53818
2023-07-16 21:00:00,70947,11119,4635,55193
2023-07-16 22:00:00,72859,11421,5461,55977
2023-07-16 23:00:00,74164,11392,5566,57206
2023-07-17 00:00:00,74061,9888,6353,57820
2023-07-17 01:00:00,72295,5358,7089,59848
2023-07-17 02:00:00,69380,625,8097,60658
2023-07-17 03:00:00,67346,6,10194,57146
2023-07-17 04:00:00,64246,0,13482,50764
2023-07-17 05:00:00,60340,0,15957,44383
2023-07-17 06:00:00,56603,0,16867,39736
2023-07-17 07:00:00,53687,0,16867,36820
2023-07-17 08:00:00,51675,0,16285,35390
2023-07-17 09:00:00,50300,0,15687,34613
2023-07-17 10:00:00,50020,0,15575,34445
2023-07-17 11:00:00,50573,0,15460,35113
2023-07-17 12:00:00,51487,20,15829,35638
2023-07-17 13:00:00,52509,2279,15222,35008
2023-07-17 14:00:00,55519,8774,12855,33890
2023-07-17 15:00:00,59484,11671,13391,34422
2023-07-17 16:00:00,63958,12490,13252,38216
2023-07-17 17:00:00,68592,13112,11454,44026
2023-07-17 18:00:00,72821,13300,9057,50464
2023-07-17 19:00:00,76930,13174,7669,56087
2023-07-17 20:00:00,80048,13062,7802,59184
2023-07-17 21:00:00,81143,12673,8328,60142
2023-07-17 22:00:00,81569,12243,8951,60375
2023-07-17 23:00:00,81907,11759,9780,60368
2023-07-18 00:00:00,81513,10295,11316,59902
2023-07-18 01:00:00,79936,5680,12598,61658
2023-07-18 02:00:00,76401,579,13010,62812
2023-07-18 03:00:00,73845,0,14654,59191
2023-07-18 04:00:00,69909,0,17428,52481
2023-07-18 05:00:00,65600,0,20446,45154
2023-07-18 06:00:00,61707,0,22815,38892
2023-07-18 07:00:00,58620,0,23262,35358
2023-07-18 08:00:00,56064,0,23153,32911
2023-07-18 09:00:00,54223,0,23230,30993
2023-07-18 10:00:00,53453,0,22382,31071
2023-07-18 11:00:00,53702,0,22299,31403
2023-07-18 12:00:00,54375,23,21710,32642
2023-07-18 13:00:00,55277,2214,20414,32649
2023-07-18 14:00:00,58066,7602,18878,31586
2023-07-18 15:00:00,62015,8453,21319,32243
2023-07-18 16:00:00,66480,9269,21834,35377
2023-07-18 17:00:00,71052,10444,20662,39946
2023-07-18 18:00:00,75313,11299,19236,44778
2023-07-18 19:00:00,79073,11119,19052,48902
2023-07-18 20:00:00,81483,10894,18594,51995
2023-07-18 21:00:00,82053,10926,18054,53073
2023-07-18 22:00:00,82549,11008,17867,53674
2023-07-18 23:00:00,82579,10992,17985,53602
2023-07-19 00:00:00,82046,9832,18304,53910
2023-07-19 01:00:00,80822,5677,18407,56738
2023-07-19 02:00:00,77621,695,19182,57744
2023-07-19 03:00:00,74922,0,21881,53041
2023-07-19 04:00:00,70751,0,23956,46795
2023-07-19 05:00:00,66376,0,24174,42202
2023-07-19 06:00:00,62358,0,23985,38373
2023-07-19 07:00:00,59081,0,23699,35382
2023-07-19 08:00:00,56712,0,23394,33318
2023-07-19 09:00:00,55037,0,23139,31898
2023-07-19 10:00:00,54339,0,23470,30869
2023-07-19 11:00:00,54698,0,23397,31301
2023-07-19 12:00:00,55324,22,22652,32650
2023-07-19 13:00:00,55987,2280,21577,32130
2023-07-19 14:00:00,58706,7488,20282,30936
2023-07-19 15:00:00,62554,8773,21614,32167
2023-07-19 16:00:00,66754,10311,20806,35637
2023-07-19 17:00:00,70982,11371,19893,39718
2023-07-19 18:00:00,74963,12758,17565,44640
2023-07-19 19:00:00,78692,13111,15699,49882
2023-07-19 20:00:00,81377,13105,14923,53349
2023-07-19 21:00:00,82104,12978,14779,54347
2023-07-19 22:00:00,82466,12804,14359,55303
2023-07-19 23:00:00,82384,12265,14658,55461
2023-07-20 00:00:00,81866,10608,16123,55135
2023-07-20 01:00:00,80348,5736,17205,57407
2023-07-20 02:00:00,77065,680,17533,58852
2023-07-20 03:00:00,74133,2,19161,54970
2023-07-20 04:00:00,70020,1,21248,48771
2023-07-20 05:00:00,65490,0,22306,43184
2023-07-20 06:00:00,61559,0,22825,38734
2023-07-20 07:00:00,58409,0,22177,36232
2023-07-20 08:00:00,55973,0,20967,35006
2023-07-20 09:00:00,54385,0,19369,35016
2023-07-20 10:00:00,53676,0,17577,36099
2023-07-20 11:00:00,54232,0,16081,38151
2023-07-20 12:00:00,55278,10,14438,40830
2023-07-20 13:00:00,55624,1848,12788,40988
2023-07-20 14:00:00,57822,7302,11519,39001
2023-07-20 15:00:00,61384,10400,12385,38599
2023-07-20 16:00:00,65606,12205,11644,41757
2023-07-20 17:00:00,69634,12581,9209,47844
2023-07-20 18:00:00,73646,12752,7672,53222
2023-07-20 19:00:00,77504,13086,6671,57747
2023-07-20 20:00:00,80401,12948,6462,60991
2023-07-20 21:00:00,81836,12917,6837,62082
2023-07-20 22:00:00,82099,12496,7786,61817
2023-07-20 23:00:00,82056,11354,8753,61949
2023-07-21 00:00:00,81261,9762,9841,61658
2023-07-21 01:00:00,78784,5015,10783,62986
2023-07-21 02:00:00,75456,520,10799,64137
2023-07-21 03:00:00,72934,0,11819,61115
2023-07-21 04:00:00,68882,0,14144,54738
2023-07-21 05:00:00,64382,0,15777,48605
2023-07-21 06:00:00,60494,0,17828,42666
2023-07-21 07:00:00,56930,0,18473,38457
2023-07-21 08:00:00,54575,0,18438,36137
2023-07-21 09:00:00,52983,0,17453,35530
2023-07-21 10:00:00,52145,0,16182,35963
2023-07-21 11:00:00,52250,0,15094,37156
2023-07-21 12:00:00,52736,18,13383,39335
2023-07-21 13:00:00,53307,1824,10117,41366
2023-07-21 14:00:00,56024,7659,7409,40956
2023-07-21 15:00:00,59968,10755,7464,41749
2023-07-21 16:00:00,64147,11789,6633,45725
2023-07-21 17:00:00,68144,12208,5612,50324
2023-07-21 18:00:00,72035,12258,5064,54713
2023-07-21 19:00:00,75855,12583,5458,57814
2023-07-21 20:00:00,78681,12260,6603,59818
2023-07-21 21:00:00,80610,11497,7867,61246
2023-07-21 22:00:00,81301,11177,8767,61357
2023-07-21 23:00:00,80968,10758,9578,60632
2023-07-22 00:00:00,79425,9089,10794,59542
2023-07-22 01:00:00,77098,4573,12873,59652
2023-07-22 02:00:00,74046,511,13897,59638
2023-07-22 03:00:00,71277,3,14982,56292
2023-07-22 04:00:00,67416,0,16137,51279
2023-07-22 05:00:00,63486,0,14915,48571
2023-07-22 06:00:00,59577,0,12927,46650
2023-07-22 07:00:00,56392,0,10747,45645
2023-07-22 08:00:00,53782,0,9286,44496
2023-07-22 09:00:00,51892,0,7356,44536
2023-07-22 10:00:00,50570,0,5975,44595
2023-07-22 11:00:00,50035,0,4957,45078
2023-07-22 12:00:00,49649,16,4541,45092
2023-07-22 13:00:00,49810,1738,4166,43906
2023-07-22 14:00:00,52599,7060,3222,42317
2023-07-22 15:00:00,56295,10384,3799,42112
2023-07-22 16:00:00,60521,11865,2838,45818
2023-07-22 17:00:00,64687,12110,1807,50770
2023-07-22 18:00:00,68434,12420,1546,54468
2023-07-22 19:00:00,71730,12532,1451,57747
2023-07-22 20:00:00,74361,12546,2179,59636
2023-07-22 21:00:00,76294,12462,2862,60970
2023-07-22 22:00:00,77479,12127,3728,61624
2023-07-22 23:00:00,77861,11172,4302,62387
2023-07-23 00:00:00,76841,9577,4402,62862
2023-07-23 01:00:00,74434,4896,5112,64426
2023-07-23 02:00:00,70936,482,6548,63906
2023-07-23 03:00:00,67966,0,8211,59755
2023-07-23 04:00:00,64383,0,10000,54383
2023-07-23 05:00:00,60493,0,11304,49189
2023-07-23 06:00:00,56745,0,11533,45212
2023-07-23 07:00:00,53609,0,11249,42360
2023-07-23 08:00:00,51177,0,11132,40045
2023-07-23 09:00:00,49148,0,10940,38208
2023-07-23 10:00:00,47969,0,10297,37672
2023-07-23 11:00:00,46853,0,9560,37293
2023-07-23 12:00:00,46316,19,9302,36995
2023-07-23 13:00:00,46757,2031,7140,37586
2023-07-23 14:00:00,49573,8105,4012,37456
2023-07-23 15:00:00,54060,11369,3535,39156
2023-07-23 16:00:00,59011,11999,3233,43779
2023-07-23 17:00:00,63795,12303,2536,48956
2023-07-23 18:00:00,68098,12886,2135,53077
2023-07-23 19:00:00,71588,12634,2350,56604
2023-07-23 20:00:00,74046,12382,2968,58696
2023-07-23 21:00:00,75340,11727,3031,60582
2023-07-23 22:00:00,75613,10930,3319,61364
2023-07-23 23:00:00,74898,9971,3982,60945
2023-07-24 00:00:00,73246,8271,4113,60862
2023-07-24 01:00:00,71053,4761,5551,60741
2023-07-24 02:00:00,68392,505,7267,60620
2023-07-24 03:00:00,66062,0,10853,55209
2023-07-24 04:00:00,62335,0,14492,47843
2023-07-24 05:00:00,58432,0,16514,41918
2023-07-24 06:00:00,54929,0,18104,36825
2023-07-24 07:00:00,52156,0,18522,33634
2023-07-24 08:00:00,49959,0,17504,32455
2023-07-24 09:00:00,48455,0,16477,31978
2023-07-24 10:00:00,48063,0,15471,32592
2023-07-24 11:00:00,48712,0,14460,34252
2023-07-24 12:00:00,49773,17,12780,36976
2023-07-24 13:00:00,50860,2140,11545,37175
2023-07-24 14:00:00,54191,8657,8158,37376
2023-07-24 15:00:00,58698,11476,7550,39672
2023-07-24 16:00:00,63679,12383,8668,42628
2023-07-24 17:00:00,68476,12426,7310,48740
2023-07-24 18:00:00,72915,12299,5321,55295
2023-07-24 19:00:00,76394,12723,4494,59177
2023-07-24 20:00:00,78870,12626,4852,61392
2023-07-24 21:00:00,80384,12274,6188,61922
2023-07-24 22:00:00,81360,11938,7542,61880
2023-07-24 23:00:00,81169,11646,8657,60866
2023-07-25 00:00:00,79604,9864,9788,59952
2023-07-25 01:00:00,77163,5208,10584,61371
2023-07-25 02:00:00,73920,593,11348,61979
2023-07-25 03:00:00,71210,0,14070,57140
2023-07-25 04:00:00,67288,0,17375,49913
2023-07-25 05:00:00,63073,0,19250,43823
2023-07-25 06:00:00,59090,0,19733,39357
2023-07-25 07:00:00,55984,0,19677,36307
2023-07-25 08:00:00,53430,0,19208,34222
2023-07-25 09:00:00,51502,0,18978,32524
2023-07-25 10:00:00,50745,0,18436,32309
2023-07-25 11:00:00,51014,0,17236,33778
2023-07-25 12:00:00,51840,15,16473,35352
2023-07-25 13:00:00,53002,1952,15211,35839
2023-07-25 14:00:00,56130,8253,12759,35118
2023-07-25 15:00:00,60428,11633,12764,36031
2023-07-25 16:00:00,65098,12492,11523,41083
2023-07-25 17:00:00,69654,12882,9716,47056
2023-07-25 18:00:00,73464,12903,9534,51027
2023-07-25 19:00:00,77038,12889,11967,52182
2023-07-25 20:00:00,79651,12605,14215,52831
2023-07-25 21:00:00,80873,12438,15505,52930
2023-07-25 22:00:00,81739,11894,16232,53613
2023-07-25 23:00:00,81732,11313,16382,54037
2023-07-26 00:00:00,80391,9676,16331,54384
2023-07-26 01:00:00,77825,4945,16389,56491
2023-07-26 02:00:00,74464,524,14954,58986
2023-07-26 03:00:00,71583,1,15473,56109
2023-07-26 04:00:00,67547,0,17248,50299
2023-07-26 05:00:00,63191,0,18515,44676
2023-07-26 06:00:00,59220,0,18773,40447
2023-07-26 07:00:00,56108,0,18749,37359
2023-07-26 08:00:00,53641,0,18437,35204
2023-07-26 09:00:00,52078,0,17928,34150
2023-07-26 10:00:00,51497,0,17402,34095
2023-07-26 11:00:00,52007,0,17228,34779
2023-07-26 12:00:00,53125,9,16155,36961
2023-07-26 13:00:00,53994,1916,14917,37161
2023-07-26 14:00:00,56773,8460,12710,35603
2023-07-26 15:00:00,60876,11847,13461,35568
2023-07-26 16:00:00,65263,12750,13841,38672
2023-07-26 17:00:00,69329,13232,13025,43072
2023-07-26 18:00:00,73054,13082,12114,47858
2023-07-26 19:00:00,76251,12877,12007,51367
2023-07-26 20:00:00,78841,12797,11352,54692
2023-07-26 21:00:00,80648,12781,11375,56492
2023-07-26 22:00:00,81610,12823,11528,57259
2023-07-26 23:00:00,81364,11950,11791,57623
2023-07-27 00:00:00,79791,9849,12248,57694
2023-07-27 01:00:00,76740,4919,12853,58968
2023-07-27 02:00:00,73318,604,13431,59283
2023-07-27 03:00:00,71027,8,14835,56184
2023-07-27 04:00:00,67249,0,16524,50725
2023-07-27 05:00:00,62902,0,17745,45157
2023-07-27 06:00:00,59000,0,18267,40733
2023-07-27 07:00:00,55878,0,18592,37286
2023-07-27 08:00:00,53299,0,18349,34950
2023-07-27 09:00:00,51669,0,17621,34048
2023-07-27 10:00:00,51192,0,17248,33944
2023-07-27 11:00:00,51781,0,17171,34610
2023-07-27 12:00:00,52930,11,16425,36494
2023-07-27 13:00:00,53864,1738,15108,37018
2023-07-27 14:00:00,56531,8088,11299,37144
2023-07-27 15:00:00,60421,11557,11251,37613
2023-07-27 16:00:00,64652,12673,10310,41669
2023-07-27 17:00:00,68954,13215,8745,46994
2023-07-27 18:00:00,72760,12826,7645,52289
2023-07-27 19:00:00,75896,13050,7672,55174
2023-07-27 20:00:00,78424,13255,8990,56179
2023-07-27 21:00:00,79928,13151,10181,56596
2023-07-27 22:00:00,80793,12874,11431,56488
2023-07-27 23:00:00,80516,11949,11915,56652
2023-07-28 00:00:00,78863,9878,13154,55831
2023-07-28 01:00:00,76170,4746,13925,57499
2023-07-28 02:00:00,73161,532,14322,58307
2023-07-28 03:00:00,70489,2,15278,55209
2023-07-28 04:00:00,66493,0,16494,49999
2023-07-28 05:00:00,62322,0,17219,45103
2023-07-28 06:00:00,58428,0,17977,40451
2023-07-28 07:00:00,55354,0,17625,37729
2023-07-28 08:00:00,52951,0,17331,35620
2023-07-28 09:00:00,51343,0,16179,35164
2023-07-28 10:00:00,50705,0,15009,35696
2023-07-28 11:00:00,50996,0,14181,36815
2023-07-28 12:00:00,51924,9,13387,38528
2023-07-28 13:00:00,52731,1713,12136,38882
2023-07-28 14:00:00,55522,7916,9589,38017
2023-07-28 15:00:00,59720,11546,10015,38159
2023-07-28 16:00:00,64453,12506,9984,41963
2023-07-28 17:00:00,68454,13275,8398,46781
2023-07-28 18:00:00,72028,13184,6053,52791
2023-07-28 19:00:00,75360,13127,6276,55957
2023-07-28 20:00:00,77959,12869,7535,57555
2023-07-28 21:00:00,79436,12506,8249,58681
2023-07-28 22:00:00,80048,12064,8737,59247
2023-07-28 23:00:00,79365,11128,8732,59505
2023-07-29 00:00:00,77536,9412,9285,58839
2023-07-29 01:00:00,74707,4534,10441,59732
2023-07-29 02:00:00,71976,371,11537,60068
2023-07-29 03:00:00,69488,1,13165,56322
2023-07-29 04:00:00,65906,0,14650,51256
2023-07-29 05:00:00,62205,0,15841,46364
2023-07-29 06:00:00,58471,0,16542,41929
2023-07-29 07:00:00,55405,0,16353,39052
2023-07-29 08:00:00,52911,0,15797,37114
2023-07-29 09:00:00,50932,0,15467,35465
2023-07-29 10:00:00,49647,0,14631,35016
2023-07-29 11:00:00,49041,0,12349,36692
2023-07-29 12:00:00,48581,10,11527,37044
2023-07-29 13:00:00,49008,1734,10674,36600
2023-07-29 14:00:00,52349,7658,8117,36574
2023-07-29 15:00:00,56791,11026,7613,38152
2023-07-29 16:00:00,61297,12478,6791,42028
2023-07-29 17:00:00,65909,12840,4634,48435
2023-07-29 18:00:00,69952,12797,2480,54675
2023-07-29 19:00:00,72983,12955,2806,57222
2023-07-29 20:00:00,75631,12420,4240,58971
2023-07-29 21:00:00,77656,12037,5538,60081
2023-07-29 22:00:00,78707,11757,6194,60756
2023-07-29 23:00:00,78685,11088,7298,60299
2023-07-30 00:00:00,77580,9460,8247,59873
2023-07-30 01:00:00,75289,4441,9320,61528
