period,demand_MW,solar_MW,wind_MW,net_load_MW
2023-04-07 22:00:00,42456,5622,6579,30255
2023-04-07 23:00:00,42488,3880,5613,32995
2023-04-08 00:00:00,42025,2426,5685,33914
2023-04-08 01:00:00,42043,796,6214,35033
2023-04-08 02:00:00,41884,5,6304,35575
2023-04-08 03:00:00,41178,0,6869,34309
2023-04-08 04:00:00,40053,0,7260,32793
2023-04-08 05:00:00,38291,0,7398,30893
2023-04-08 06:00:00,36788,0,6705,30083
2023-04-08 07:00:00,35891,0,5577,30314
2023-04-08 08:00:00,35195,0,4481,30714
2023-04-08 09:00:00,34776,0,3211,31565
2023-04-08 10:00:00,34826,0,2411,32415
2023-04-08 11:00:00,35018,0,1951,33067
2023-04-08 12:00:00,36326,0,1859,34467
2023-04-08 13:00:00,37446,150,1870,35426
2023-04-08 14:00:00,39061,2215,1762,35084
2023-04-08 15:00:00,40050,4568,1406,34076
2023-04-08 16:00:00,40438,5828,1541,33069
2023-04-08 17:00:00,40353,7393,1193,31767
2023-04-08 18:00:00,40215,9065,904,30246
2023-04-08 19:00:00,39899,9615,912,29372
2023-04-08 20:00:00,39756,9785,1238,28733
2023-04-08 21:00:00,39865,9467,1635,28763
2023-04-08 22:00:00,40582,9139,2071,29372
2023-04-08 23:00:00,41317,8309,2505,30503
2023-04-09 00:00:00,41398,5838,2997,32563
2023-04-09 01:00:00,41355,1516,4088,35751
2023-04-09 02:00:00,42214,102,6461,35651
2023-04-09 03:00:00,41567,20,10021,31526
2023-04-09 04:00:00,40356,0,12351,28005
2023-04-09 05:00:00,38662,0,13798,24864
2023-04-09 06:00:00,37092,0,13940,23152
2023-04-09 07:00:00,35672,0,13989,21683
2023-04-09 08:00:00,34804,0,13200,21604
2023-04-09 09:00:00,34309,0,11728,22581
2023-04-09 10:00:00,33921,0,10377,23544
2023-04-09 11:00:00,34197,0,9360,24837
2023-04-09 12:00:00,34956,0,8732,26224
2023-04-09 13:00:00,35848,231,7309,28308
2023-04-09 14:00:00,37021,2430,5929,28662
2023-04-09 15:00:00,38344,5112,4016,29216
2023-04-09 16:00:00,39045,7254,3368,28423
2023-04-09 17:00:00,39701,8576,3154,27971
2023-04-09 18:00:00,40347,9083,3232,28032
2023-04-09 19:00:00,40771,9634,3460,27677
2023-04-09 20:00:00,40733,9366,3860,27507
2023-04-09 21:00:00,40779,8746,4048,27985
2023-04-09 22:00:00,41250,7849,4339,29062
2023-04-09 23:00:00,41517,6416,6304,28797
2023-04-10 00:00:00,41759,4104,8843,28812
2023-04-10 01:00:00,42032,1132,10476,30424
2023-04-10 02:00:00,42942,38,11199,31705
2023-04-10 03:00:00,42439,0,12047,30392
2023-04-10 04:00:00,40743,0,13202,27541
2023-04-10 05:00:00,38115,0,12292,25823
2023-04-10 06:00:00,36039,0,11076,24963
2023-04-10 07:00:00,34837,0,10568,24269
2023-04-10 08:00:00,33987,0,11321,22666
2023-04-10 09:00:00,33724,0,9342,24382
2023-04-10 10:00:00,34340,0,6633,27707
2023-04-10 11:00:00,35838,0,6132,29706
2023-04-10 12:00:00,38485,0,5833,32652
2023-04-10 13:00:00,39976,231,4776,34969
2023-04-10 14:00:00,40821,2033,3909,34879
2023-04-10 15:00:00,41809,5166,3156,33487
2023-04-10 16:00:00,42534,8660,3065,30809
2023-04-10 17:00:00,43393,9818,2346,31229
2023-04-10 18:00:00,44024,9875,1853,32296
2023-04-10 19:00:00,44631,9291,2018,33322
2023-04-10 20:00:00,44940,8880,2587,33473
2023-04-10 21:00:00,44882,8547,3226,33109
2023-04-10 22:00:00,45195,8364,4069,32762
2023-04-10 23:00:00,45319,8344,3916,33059
2023-04-11 00:00:00,45321,7023,4306,33992
2023-04-11 01:00:00,45242,2069,4642,38531
2023-04-11 02:00:00,45488,15,6167,39306
2023-04-11 03:00:00,44679,0,9482,35197
2023-04-11 04:00:00,42276,0,12845,29431
2023-04-11 05:00:00,39770,0,15863,23907
2023-04-11 06:00:00,37760,0,16376,21384
2023-04-11 07:00:00,36191,0,15857,20334
2023-04-11 08:00:00,35315,0,14915,20400
2023-04-11 09:00:00,34905,0,13293,21612
2023-04-11 10:00:00,35413,0,11185,24228
2023-04-11 11:00:00,37161,0,9506,27655
2023-04-11 12:00:00,39899,0,8430,31469
2023-04-11 13:00:00,41040,519,7122,33399
2023-04-11 14:00:00,41297,5055,4971,31271
2023-04-11 15:00:00,41782,9176,3105,29501
2023-04-11 16:00:00,42379,10536,3272,28571
2023-04-11 17:00:00,43011,10819,3132,29060
2023-04-11 18:00:00,43893,10742,3288,29863
2023-04-11 19:00:00,44871,10948,3615,30308
2023-04-11 20:00:00,45596,10830,3938,30828
2023-04-11 21:00:00,46335,10696,4804,30835
2023-04-11 22:00:00,47469,10582,5694,31193
2023-04-11 23:00:00,47977,10396,6898,30683
2023-04-12 00:00:00,47774,8140,8630,31004
2023-04-12 01:00:00,47212,2276,12213,32723
2023-04-12 02:00:00,47309,18,15263,32028
2023-04-12 03:00:00,46093,0,18333,27760
2023-04-12 04:00:00,43352,0,19908,23444
2023-04-12 05:00:00,40239,0,18882,21357
2023-04-12 06:00:00,37787,0,18403,19384
2023-04-12 07:00:00,36389,0,17763,18626
2023-04-12 08:00:00,35438,0,17173,18265
2023-04-12 09:00:00,35066,0,16916,18150
2023-04-12 10:00:00,35473,0,16684,18789
2023-04-12 11:00:00,37132,0,16702,20430
2023-04-12 12:00:00,40059,0,15724,24335
2023-04-12 13:00:00,41123,781,14852,25490
2023-04-12 14:00:00,41223,5880,13022,22321
2023-04-12 15:00:00,41652,8512,12170,20970
2023-04-12 16:00:00,42505,9150,12656,20699
2023-04-12 17:00:00,43269,10061,10639,22569
2023-04-12 18:00:00,44343,10398,10015,23930
2023-04-12 19:00:00,45503,10218,9871,25414
2023-04-12 20:00:00,46744,10654,9542,26548
2023-04-12 21:00:00,47762,10782,9857,27123
2023-04-12 22:00:00,48594,11031,10418,27145
2023-04-12 23:00:00,48861,10432,11375,27054
2023-04-13 00:00:00,48528,8115,12928,27485
2023-04-13 01:00:00,47828,2411,14667,30750
2023-04-13 02:00:00,47719,44,16416,31259
2023-04-13 03:00:00,46529,23,19832,26674
2023-04-13 04:00:00,43814,6,21132,22676
2023-04-13 05:00:00,40674,0,20048,20626
2023-04-13 06:00:00,38200,0,19304,18896
2023-04-13 07:00:00,36473,0,18967,17506
2023-04-13 08:00:00,35620,0,18636,16984
2023-04-13 09:00:00,35044,0,18234,16810
2023-04-13 10:00:00,35265,0,18024,17241
2023-04-13 11:00:00,36991,0,18274,18717
2023-04-13 12:00:00,39947,1,18830,21116
2023-04-13 13:00:00,41141,716,18592,21833
2023-04-13 14:00:00,41423,5268,16089,20066
2023-04-13 15:00:00,42237,7655,15373,19209
2023-04-13 16:00:00,42862,7485,15980,19397
2023-04-13 17:00:00,43735,8374,15109,20252
2023-04-13 18:00:00,44677,8580,14889,21208
2023-04-13 19:00:00,46055,8626,15191,22238
2023-04-13 20:00:00,47741,8947,15991,22803
2023-04-13 21:00:00,49029,9173,16818,23038
2023-04-13 22:00:00,50500,8841,17991,23668
2023-04-13 23:00:00,51134,7827,19126,24181
2023-04-14 00:00:00,50588,5891,19858,24839
2023-04-14 01:00:00,48944,1619,19671,27654
2023-04-14 02:00:00,48883,16,21535,27332
2023-04-14 03:00:00,47711,0,23734,23977
2023-04-14 04:00:00,44978,0,23728,21250
2023-04-14 05:00:00,41778,0,23796,17982
2023-04-14 06:00:00,39386,0,23646,15740
2023-04-14 07:00:00,37618,0,22733,14885
2023-04-14 08:00:00,36621,0,22046,14575
2023-04-14 09:00:00,36169,0,21806,14363
2023-04-14 10:00:00,36372,0,21766,14606
2023-04-14 11:00:00,37890,1,21979,15910
2023-04-14 12:00:00,40685,1,22307,18377
2023-04-14 13:00:00,41941,731,21789,19421
2023-04-14 14:00:00,42812,4385,19267,19160
2023-04-14 15:00:00,44140,7296,17392,19452
2023-04-14 16:00:00,45260,7493,17401,20366
2023-04-14 17:00:00,46337,7754,16938,21645
2023-04-14 18:00:00,47140,8674,15572,22894
2023-04-14 19:00:00,48040,9046,14955,24039
2023-04-14 20:00:00,48533,8709,15673,24151
2023-04-14 21:00:00,49218,7738,16381,25099
2023-04-14 22:00:00,50157,6072,17416,26669
2023-04-14 23:00:00,50727,5372,18921,26434
2023-04-15 00:00:00,50069,3969,19666,26434
2023-04-15 01:00:00,49072,1659,17525,29888
2023-04-15 02:00:00,48339,15,14850,33474
2023-04-15 03:00:00,47442,0,14655,32787
2023-04-15 04:00:00,45824,0,15680,30144
2023-04-15 05:00:00,43841,0,17129,26712
2023-04-15 06:00:00,41779,0,17768,24011
2023-04-15 07:00:00,40157,0,17941,22216
2023-04-15 08:00:00,38621,0,17470,21151
2023-04-15 09:00:00,38047,0,17644,20403
2023-04-15 10:00:00,37623,0,17528,20095
2023-04-15 11:00:00,37945,0,16103,21842
2023-04-15 12:00:00,38827,0,16505,22322
2023-04-15 13:00:00,39866,409,17932,21525
2023-04-15 14:00:00,41713,3198,17781,20734
2023-04-15 15:00:00,44191,6228,16876,21087
2023-04-15 16:00:00,46371,8572,15512,22287
2023-04-15 17:00:00,48558,9650,13780,25128
2023-04-15 18:00:00,50104,10086,12730,27288
2023-04-15 19:00:00,51673,10384,11261,30028
2023-04-15 20:00:00,53297,10604,10758,31935
2023-04-15 21:00:00,54732,10503,11841,32388
2023-04-15 22:00:00,55694,10124,13713,31857
2023-04-15 23:00:00,55806,9420,14376,32010
2023-04-16 00:00:00,54753,7039,15036,32678
2023-04-16 01:00:00,52488,2387,14870,35231
2023-04-16 02:00:00,50338,27,15830,34481
2023-04-16 03:00:00,48709,0,17812,30897
2023-04-16 04:00:00,46135,0,19793,26342
2023-04-16 05:00:00,43142,0,19152,23990
2023-04-16 06:00:00,40277,0,18636,21641
2023-04-16 07:00:00,38020,0,18059,19961
2023-04-16 08:00:00,36342,0,16984,19358
2023-04-16 09:00:00,35286,0,16339,18947
2023-04-16 10:00:00,34776,0,14982,19794
2023-04-16 11:00:00,34670,0,13162,21508
2023-04-16 12:00:00,35107,0,10825,24282
2023-04-16 13:00:00,35580,1126,9032,25422
2023-04-16 14:00:00,36746,7676,6837,22233
2023-04-16 15:00:00,38106,11331,6640,20135
2023-04-16 16:00:00,38906,11940,6344,20622
2023-04-16 17:00:00,39354,12273,5618,21463
2023-04-16 18:00:00,39896,12289,4780,22827
2023-04-16 19:00:00,40699,12282,3873,24544
2023-04-16 20:00:00,41484,12231,3674,25579
2023-04-16 21:00:00,42646,12173,3912,26561
2023-04-16 22:00:00,43766,12048,4291,27427
2023-04-16 23:00:00,44907,11750,4569,28588
2023-04-17 00:00:00,45208,9107,4154,31947
2023-04-17 01:00:00,44360,2691,3999,37670
2023-04-17 02:00:00,43658,31,5415,38212
2023-04-17 03:00:00,43204,0,8712,34492
2023-04-17 04:00:00,40788,0,12352,28436
2023-04-17 05:00:00,38089,0,15119,22970
2023-04-17 06:00:00,36140,0,17160,18980
2023-04-17 07:00:00,35009,0,18942,16067
2023-04-17 08:00:00,34341,0,19046,15295
2023-04-17 09:00:00,34131,0,19171,14960
2023-04-17 10:00:00,34731,0,19442,15289
2023-04-17 11:00:00,36718,0,20428,16290
2023-04-17 12:00:00,39648,1,21216,18431
2023-04-17 13:00:00,40994,941,20986,19067
2023-04-17 14:00:00,41338,5641,18389,17308
2023-04-17 15:00:00,41917,7463,18429,16025
2023-04-17 16:00:00,42263,5752,20236,16275
