period,respondent,respondent-name,type,type-name,value,value-units
2022-05-06T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20716,megawatthours
2022-05-06T19,CISO,California Independent System Operator,NG,Net generation,23143,megawatthours
2022-05-06T19,CISO,California Independent System Operator,TI,Total interchange,289,megawatthours
2022-05-06T20,CISO,California Independent System Operator,D,Demand,22457,megawatthours
2022-05-06T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20775,megawatthours
2022-05-06T20,CISO,California Independent System Operator,NG,Net generation,23722,megawatthours
2022-05-06T20,CISO,California Independent System Operator,TI,Total interchange,593,megawatthours
2022-05-06T21,CISO,California Independent System Operator,D,Demand,22778,megawatthours
2022-05-06T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21397,megawatthours
2022-05-06T21,CISO,California Independent System Operator,NG,Net generation,23752,megawatthours
2022-05-06T21,CISO,California Independent System Operator,TI,Total interchange,416,megawatthours
2022-05-06T22,CISO,California Independent System Operator,D,Demand,23087,megawatthours
2022-05-06T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22276,megawatthours
2022-05-06T22,CISO,California Independent System Operator,NG,Net generation,24406,megawatthours
2022-05-06T22,CISO,California Independent System Operator,TI,Total interchange,474,megawatthours
2022-05-06T23,CISO,California Independent System Operator,D,Demand,24042,megawatthours
2022-05-06T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23355,megawatthours
2022-05-06T23,CISO,California Independent System Operator,NG,Net generation,25762,megawatthours
2022-05-06T23,CISO,California Independent System Operator,TI,Total interchange,369,megawatthours
2022-05-07T00,CISO,California Independent System Operator,D,Demand,24955,megawatthours
2022-05-07T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24692,megawatthours
2022-05-07T00,CISO,California Independent System Operator,NG,Net generation,25885,megawatthours
2022-05-07T00,CISO,California Independent System Operator,TI,Total interchange,522,megawatthours
2022-05-07T00,CISO,California Independent System Operator,D,Demand,24955,megawatthours
2022-05-07T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24692,megawatthours
2022-05-07T00,CISO,California Independent System Operator,NG,Net generation,25885,megawatthours
2022-05-07T00,CISO,California Independent System Operator,TI,Total interchange,522,megawatthours
2022-05-07T01,CISO,California Independent System Operator,D,Demand,26384,megawatthours
2022-05-07T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26089,megawatthours
2022-05-07T01,CISO,California Independent System Operator,NG,Net generation,25192,megawatthours
2022-05-07T01,CISO,California Independent System Operator,TI,Total interchange,-674,megawatthours
2022-05-07T02,CISO,California Independent System Operator,D,Demand,27350,megawatthours
2022-05-07T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27214,megawatthours
2022-05-07T02,CISO,California Independent System Operator,NG,Net generation,22753,megawatthours
2022-05-07T02,CISO,California Independent System Operator,TI,Total interchange,-2617,megawatthours
2022-05-07T03,CISO,California Independent System Operator,D,Demand,27734,megawatthours
2022-05-07T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27793,megawatthours
2022-05-07T03,CISO,California Independent System Operator,NG,Net generation,21582,megawatthours
2022-05-07T03,CISO,California Independent System Operator,TI,Total interchange,-4760,megawatthours
2022-05-07T04,CISO,California Independent System Operator,D,Demand,28051,megawatthours
2022-05-07T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28100,megawatthours
2022-05-07T04,CISO,California Independent System Operator,NG,Net generation,20872,megawatthours
2022-05-07T04,CISO,California Independent System Operator,TI,Total interchange,-6417,megawatthours
2022-05-07T05,CISO,California Independent System Operator,D,Demand,27347,megawatthours
2022-05-07T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27355,megawatthours
2022-05-07T05,CISO,California Independent System Operator,NG,Net generation,19885,megawatthours
2022-05-07T05,CISO,California Independent System Operator,TI,Total interchange,-6577,megawatthours
2022-05-07T06,CISO,California Independent System Operator,D,Demand,25777,megawatthours
2022-05-07T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25717,megawatthours
2022-05-07T06,CISO,California Independent System Operator,NG,Net generation,18306,megawatthours
2022-05-07T06,CISO,California Independent System Operator,TI,Total interchange,-6287,megawatthours
2022-05-07T07,CISO,California Independent System Operator,D,Demand,24072,megawatthours
2022-05-07T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23857,megawatthours
2022-05-07T07,CISO,California Independent System Operator,NG,Net generation,16735,megawatthours
2022-05-07T07,CISO,California Independent System Operator,TI,Total interchange,-6220,megawatthours
2022-05-07T08,CISO,California Independent System Operator,D,Demand,22765,megawatthours
2022-05-07T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22178,megawatthours
2022-05-07T08,CISO,California Independent System Operator,NG,Net generation,15832,megawatthours
2022-05-07T08,CISO,California Independent System Operator,TI,Total interchange,-5870,megawatthours
2022-05-07T09,CISO,California Independent System Operator,D,Demand,21828,megawatthours
2022-05-07T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21211,megawatthours
2022-05-07T09,CISO,California Independent System Operator,NG,Net generation,14732,megawatthours
2022-05-07T09,CISO,California Independent System Operator,TI,Total interchange,-5755,megawatthours
2022-05-07T10,CISO,California Independent System Operator,D,Demand,20994,megawatthours
2022-05-07T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20525,megawatthours
2022-05-07T10,CISO,California Independent System Operator,NG,Net generation,13871,megawatthours
2022-05-07T10,CISO,California Independent System Operator,TI,Total interchange,-6154,megawatthours
2022-05-07T11,CISO,California Independent System Operator,D,Demand,20562,megawatthours
2022-05-07T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20114,megawatthours
2022-05-07T11,CISO,California Independent System Operator,NG,Net generation,13316,megawatthours
2022-05-07T11,CISO,California Independent System Operator,TI,Total interchange,-6297,megawatthours
2022-05-07T12,CISO,California Independent System Operator,D,Demand,20532,megawatthours
2022-05-07T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19887,megawatthours
2022-05-07T12,CISO,California Independent System Operator,NG,Net generation,13902,megawatthours
2022-05-07T12,CISO,California Independent System Operator,TI,Total interchange,-6701,megawatthours
2022-05-07T13,CISO,California Independent System Operator,D,Demand,20746,megawatthours
2022-05-07T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20135,megawatthours
2022-05-07T13,CISO,California Independent System Operator,NG,Net generation,14620,megawatthours
2022-05-07T13,CISO,California Independent System Operator,TI,Total interchange,-6352,megawatthours
2022-05-07T14,CISO,California Independent System Operator,D,Demand,20718,megawatthours
2022-05-07T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20060,megawatthours
2022-05-07T14,CISO,California Independent System Operator,NG,Net generation,15906,megawatthours
2022-05-07T14,CISO,California Independent System Operator,TI,Total interchange,-5251,megawatthours
2022-05-07T15,CISO,California Independent System Operator,D,Demand,20813,megawatthours
2022-05-07T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19890,megawatthours
2022-05-07T15,CISO,California Independent System Operator,NG,Net generation,18790,megawatthours
2022-05-07T15,CISO,California Independent System Operator,TI,Total interchange,-4192,megawatthours
2022-05-07T16,CISO,California Independent System Operator,D,Demand,20651,megawatthours
2022-05-07T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19361,megawatthours
2022-05-07T16,CISO,California Independent System Operator,NG,Net generation,18867,megawatthours
2022-05-07T16,CISO,California Independent System Operator,TI,Total interchange,-2066,megawatthours
2022-05-07T17,CISO,California Independent System Operator,D,Demand,19703,megawatthours
2022-05-07T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,18502,megawatthours
2022-05-07T17,CISO,California Independent System Operator,NG,Net generation,18249,megawatthours
2022-05-07T17,CISO,California Independent System Operator,TI,Total interchange,-1421,megawatthours
2022-05-07T18,CISO,California Independent System Operator,D,Demand,19115,megawatthours
2022-05-07T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,17706,megawatthours
2022-05-07T18,CISO,California Independent System Operator,NG,Net generation,18301,megawatthours
2022-05-07T18,CISO,California Independent System Operator,TI,Total interchange,-921,megawatthours
2022-05-07T19,CISO,California Independent System Operator,D,Demand,18262,megawatthours
2022-05-07T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,17141,megawatthours
2022-05-07T19,CISO,California Independent System Operator,NG,Net generation,18813,megawatthours
2022-05-07T19,CISO,California Independent System Operator,TI,Total interchange,-374,megawatthours
2022-05-07T20,CISO,California Independent System Operator,D,Demand,17867,megawatthours
2022-05-07T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,16732,megawatthours
2022-05-07T20,CISO,California Independent System Operator,NG,Net generation,18682,megawatthours
2022-05-07T20,CISO,California Independent System Operator,TI,Total interchange,709,megawatthours
2022-05-07T21,CISO,California Independent System Operator,D,Demand,17651,megawatthours
2022-05-07T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,16840,megawatthours
2022-05-07T21,CISO,California Independent System Operator,NG,Net generation,19522,megawatthours
2022-05-07T21,CISO,California Independent System Operator,TI,Total interchange,1171,megawatthours
2022-05-07T22,CISO,California Independent System Operator,D,Demand,17812,megawatthours
2022-05-07T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,17344,megawatthours
2022-05-07T22,CISO,California Independent System Operator,NG,Net generation,19875,megawatthours
2022-05-07T22,CISO,California Independent System Operator,TI,Total interchange,1310,megawatthours
2022-05-07T23,CISO,California Independent System Operator,D,Demand,18660,megawatthours
2022-05-07T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,18328,megawatthours
2022-05-07T23,CISO,California Independent System Operator,NG,Net generation,20815,megawatthours
2022-05-07T23,CISO,California Independent System Operator,TI,Total interchange,1081,megawatthours
2022-05-08T00,CISO,California Independent System Operator,D,Demand,20056,megawatthours
2022-05-08T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19817,megawatthours
2022-05-08T00,CISO,California Independent System Operator,NG,Net generation,22476,megawatthours
2022-05-08T00,CISO,California Independent System Operator,TI,Total interchange,1053,megawatthours
2022-05-08T01,CISO,California Independent System Operator,D,Demand,22225,megawatthours
2022-05-08T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21621,megawatthours
2022-05-08T01,CISO,California Independent System Operator,NG,Net generation,20355,megawatthours
2022-05-08T01,CISO,California Independent System Operator,TI,Total interchange,-689,megawatthours
2022-05-08T02,CISO,California Independent System Operator,D,Demand,23690,megawatthours
2022-05-08T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23197,megawatthours
2022-05-08T02,CISO,California Independent System Operator,NG,Net generation,17721,megawatthours
2022-05-08T02,CISO,California Independent System Operator,TI,Total interchange,-4154,megawatthours
2022-05-08T03,CISO,California Independent System Operator,D,Demand,24793,megawatthours
2022-05-08T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24069,megawatthours
2022-05-08T03,CISO,California Independent System Operator,NG,Net generation,16940,megawatthours
2022-05-08T03,CISO,California Independent System Operator,TI,Total interchange,-6752,megawatthours
2022-05-08T04,CISO,California Independent System Operator,D,Demand,25362,megawatthours
2022-05-08T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24793,megawatthours
2022-05-08T04,CISO,California Independent System Operator,NG,Net generation,16985,megawatthours
2022-05-08T04,CISO,California Independent System Operator,TI,Total interchange,-7965,megawatthours
2022-05-08T05,CISO,California Independent System Operator,D,Demand,24920,megawatthours
2022-05-08T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24229,megawatthours
2022-05-08T05,CISO,California Independent System Operator,NG,Net generation,16323,megawatthours
2022-05-08T05,CISO,California Independent System Operator,TI,Total interchange,-7854,megawatthours
2022-05-08T06,CISO,California Independent System Operator,D,Demand,23790,megawatthours
2022-05-08T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23142,megawatthours
2022-05-08T06,CISO,California Independent System Operator,NG,Net generation,15858,megawatthours
2022-05-08T06,CISO,California Independent System Operator,TI,Total interchange,-7200,megawatthours
2022-05-08T07,CISO,California Independent System Operator,D,Demand,22398,megawatthours
2022-05-08T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21947,megawatthours
2022-05-08T07,CISO,California Independent System Operator,NG,Net generation,14826,megawatthours
2022-05-08T07,CISO,California Independent System Operator,TI,Total interchange,-6493,megawatthours
2022-05-08T08,CISO,California Independent System Operator,D,Demand,21427,megawatthours
2022-05-08T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21269,megawatthours
2022-05-08T08,CISO,California Independent System Operator,NG,Net generation,14248,megawatthours
2022-05-08T08,CISO,California Independent System Operator,TI,Total interchange,-6462,megawatthours
2022-05-08T09,CISO,California Independent System Operator,D,Demand,20589,megawatthours
2022-05-08T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20411,megawatthours
2022-05-08T09,CISO,California Independent System Operator,NG,Net generation,13549,megawatthours
2022-05-08T09,CISO,California Independent System Operator,TI,Total interchange,-6339,megawatthours
2022-05-08T10,CISO,California Independent System Operator,D,Demand,19970,megawatthours
2022-05-08T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19816,megawatthours
2022-05-08T10,CISO,California Independent System Operator,NG,Net generation,12867,megawatthours
2022-05-08T10,CISO,California Independent System Operator,TI,Total interchange,-6273,megawatthours
2022-05-08T11,CISO,California Independent System Operator,D,Demand,19532,megawatthours
2022-05-08T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19484,megawatthours
2022-05-08T11,CISO,California Independent System Operator,NG,Net generation,12642,megawatthours
2022-05-08T11,CISO,California Independent System Operator,TI,Total interchange,-6134,megawatthours
2022-05-08T12,CISO,California Independent System Operator,D,Demand,19382,megawatthours
2022-05-08T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19335,megawatthours
2022-05-08T12,CISO,California Independent System Operator,NG,Net generation,12934,megawatthours
2022-05-08T12,CISO,California Independent System Operator,TI,Total interchange,-5894,megawatthours
2022-05-08T13,CISO,California Independent System Operator,D,Demand,19536,megawatthours
2022-05-08T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19423,megawatthours
2022-05-08T13,CISO,California Independent System Operator,NG,Net generation,13133,megawatthours
2022-05-08T13,CISO,California Independent System Operator,TI,Total interchange,-5832,megawatthours
2022-05-08T14,CISO,California Independent System Operator,D,Demand,19346,megawatthours
2022-05-08T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19203,megawatthours
2022-05-08T14,CISO,California Independent System Operator,NG,Net generation,15686,megawatthours
2022-05-08T14,CISO,California Independent System Operator,TI,Total interchange,-5239,megawatthours
2022-05-08T15,CISO,California Independent System Operator,D,Demand,19017,megawatthours
2022-05-08T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,18854,megawatthours
2022-05-08T15,CISO,California Independent System Operator,NG,Net generation,18089,megawatthours
2022-05-08T15,CISO,California Independent System Operator,TI,Total interchange,-2439,megawatthours
2022-05-08T16,CISO,California Independent System Operator,D,Demand,18401,megawatthours
2022-05-08T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,18494,megawatthours
2022-05-08T16,CISO,California Independent System Operator,NG,Net generation,19641,megawatthours
2022-05-08T16,CISO,California Independent System Operator,TI,Total interchange,-231,megawatthours
2022-05-08T17,CISO,California Independent System Operator,D,Demand,17908,megawatthours
2022-05-08T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,17797,megawatthours
2022-05-08T17,CISO,California Independent System Operator,NG,Net generation,20155,megawatthours
2022-05-08T17,CISO,California Independent System Operator,TI,Total interchange,1366,megawatthours
2022-05-08T18,CISO,California Independent System Operator,D,Demand,17572,megawatthours
2022-05-08T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,16973,megawatthours
2022-05-08T18,CISO,California Independent System Operator,NG,Net generation,20274,megawatthours
2022-05-08T18,CISO,California Independent System Operator,TI,Total interchange,2143,megawatthours
2022-05-08T19,CISO,California Independent System Operator,D,Demand,17093,megawatthours
2022-05-08T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,16311,megawatthours
2022-05-08T19,CISO,California Independent System Operator,NG,Net generation,19359,megawatthours
2022-05-08T19,CISO,California Independent System Operator,TI,Total interchange,2385,megawatthours
2022-05-08T20,CISO,California Independent System Operator,D,Demand,16636,megawatthours
2022-05-08T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,15976,megawatthours
2022-05-08T20,CISO,California Independent System Operator,NG,Net generation,18465,megawatthours
2022-05-08T20,CISO,California Independent System Operator,TI,Total interchange,2213,megawatthours
2022-05-08T21,CISO,California Independent System Operator,D,Demand,15861,megawatthours
2022-05-08T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,15845,megawatthours
2022-05-08T21,CISO,California Independent System Operator,NG,Net generation,18107,megawatthours
2022-05-08T21,CISO,California Independent System Operator,TI,Total interchange,2568,megawatthours
2022-05-08T22,CISO,California Independent System Operator,D,Demand,15473,megawatthours
2022-05-08T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,16144,megawatthours
2022-05-08T22,CISO,California Independent System Operator,NG,Net generation,18937,megawatthours
2022-05-08T22,CISO,California Independent System Operator,TI,Total interchange,2610,megawatthours
2022-05-08T23,CISO,California Independent System Operator,D,Demand,16147,megawatthours
2022-05-08T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,17010,megawatthours
2022-05-08T23,CISO,California Independent System Operator,NG,Net generation,19743,megawatthours
2022-05-08T23,CISO,California Independent System Operator,TI,Total interchange,3032,megawatthours
2022-05-09T00,CISO,California Independent System Operator,D,Demand,17380,megawatthours
2022-05-09T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,18351,megawatthours
2022-05-09T00,CISO,California Independent System Operator,NG,Net generation,20148,megawatthours
2022-05-09T00,CISO,California Independent System Operator,TI,Total interchange,2693,megawatthours
2022-05-09T01,CISO,California Independent System Operator,D,Demand,19387,megawatthours
2022-05-09T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20418,megawatthours
2022-05-09T01,CISO,California Independent System Operator,NG,Net generation,19483,megawatthours
2022-05-09T01,CISO,California Independent System Operator,TI,Total interchange,883,megawatthours
2022-05-09T02,CISO,California Independent System Operator,D,Demand,21411,megawatthours
2022-05-09T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22423,megawatthours
2022-05-09T02,CISO,California Independent System Operator,NG,Net generation,16322,megawatthours
2022-05-09T02,CISO,California Independent System Operator,TI,Total interchange,-2621,megawatthours
2022-05-09T03,CISO,California Independent System Operator,D,Demand,23090,megawatthours
2022-05-09T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23702,megawatthours
2022-05-09T03,CISO,California Independent System Operator,NG,Net generation,16223,megawatthours
2022-05-09T03,CISO,California Independent System Operator,TI,Total interchange,-6297,megawatthours
2022-05-09T04,CISO,California Independent System Operator,D,Demand,24135,megawatthours
2022-05-09T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24610,megawatthours
2022-05-09T04,CISO,California Independent System Operator,NG,Net generation,16395,megawatthours
2022-05-09T04,CISO,California Independent System Operator,TI,Total interchange,-7082,megawatthours
2022-05-09T05,CISO,California Independent System Operator,D,Demand,23854,megawatthours
2022-05-09T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24234,megawatthours
2022-05-09T05,CISO,California Independent System Operator,NG,Net generation,15725,megawatthours
2022-05-09T05,CISO,California Independent System Operator,TI,Total interchange,-7090,megawatthours
2022-05-09T06,CISO,California Independent System Operator,D,Demand,22603,megawatthours
2022-05-09T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22949,megawatthours
2022-05-09T06,CISO,California Independent System Operator,NG,Net generation,14628,megawatthours
2022-05-09T06,CISO,California Independent System Operator,TI,Total interchange,-6724,megawatthours
2022-05-09T07,CISO,California Independent System Operator,D,Demand,21165,megawatthours
2022-05-09T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21663,megawatthours
2022-05-09T07,CISO,California Independent System Operator,NG,Net generation,13268,megawatthours
2022-05-09T07,CISO,California Independent System Operator,TI,Total interchange,-6528,megawatthours
2022-05-09T08,CISO,California Independent System Operator,D,Demand,20383,megawatthours
2022-05-09T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20137,megawatthours
2022-05-09T08,CISO,California Independent System Operator,NG,Net generation,12484,megawatthours
2022-05-09T08,CISO,California Independent System Operator,TI,Total interchange,-6764,megawatthours
2022-05-09T09,CISO,California Independent System Operator,D,Demand,19789,megawatthours
2022-05-09T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19558,megawatthours
2022-05-09T09,CISO,California Independent System Operator,NG,Net generation,12240,megawatthours
2022-05-09T09,CISO,California Independent System Operator,TI,Total interchange,-6605,megawatthours
2022-05-09T10,CISO,California Independent System Operator,D,Demand,19470,megawatthours
2022-05-09T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19214,megawatthours
2022-05-09T10,CISO,California Independent System Operator,NG,Net generation,12228,megawatthours
2022-05-09T10,CISO,California Independent System Operator,TI,Total interchange,-6420,megawatthours
2022-05-09T11,CISO,California Independent System Operator,D,Demand,19481,megawatthours
2022-05-09T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19188,megawatthours
2022-05-09T11,CISO,California Independent System Operator,NG,Net generation,12253,megawatthours
2022-05-09T11,CISO,California Independent System Operator,TI,Total interchange,-6336,megawatthours
2022-05-09T12,CISO,California Independent System Operator,D,Demand,19834,megawatthours
2022-05-09T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19679,megawatthours
2022-05-09T12,CISO,California Independent System Operator,NG,Net generation,12439,megawatthours
2022-05-09T12,CISO,California Independent System Operator,TI,Total interchange,-6547,megawatthours
2022-05-09T13,CISO,California Independent System Operator,D,Demand,21182,megawatthours
2022-05-09T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20926,megawatthours
2022-05-09T13,CISO,California Independent System Operator,NG,Net generation,13961,megawatthours
2022-05-09T13,CISO,California Independent System Operator,TI,Total interchange,-7263,megawatthours
2022-05-09T14,CISO,California Independent System Operator,D,Demand,22555,megawatthours
2022-05-09T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22212,megawatthours
2022-05-09T14,CISO,California Independent System Operator,NG,Net generation,16955,megawatthours
2022-05-09T14,CISO,California Independent System Operator,TI,Total interchange,-6963,megawatthours
2022-05-09T15,CISO,California Independent System Operator,D,Demand,23307,megawatthours
2022-05-09T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22815,megawatthours
2022-05-09T15,CISO,California Independent System Operator,NG,Net generation,19362,megawatthours
2022-05-09T15,CISO,California Independent System Operator,TI,Total interchange,-5027,megawatthours
2022-05-09T16,CISO,California Independent System Operator,D,Demand,23110,megawatthours
2022-05-09T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22385,megawatthours
2022-05-09T16,CISO,California Independent System Operator,NG,Net generation,20042,megawatthours
2022-05-09T16,CISO,California Independent System Operator,TI,Total interchange,-3216,megawatthours
2022-05-09T17,CISO,California Independent System Operator,D,Demand,22117,megawatthours
2022-05-09T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21224,megawatthours
2022-05-09T17,CISO,California Independent System Operator,NG,Net generation,19977,megawatthours
2022-05-09T17,CISO,California Independent System Operator,TI,Total interchange,-2359,megawatthours
2022-05-09T18,CISO,California Independent System Operator,D,Demand,21601,megawatthours
2022-05-09T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20178,megawatthours
2022-05-09T18,CISO,California Independent System Operator,NG,Net generation,19498,megawatthours
2022-05-09T18,CISO,California Independent System Operator,TI,Total interchange,-2179,megawatthours
2022-05-09T19,CISO,California Independent System Operator,D,Demand,20878,megawatthours
2022-05-09T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19265,megawatthours
2022-05-09T19,CISO,California Independent System Operator,NG,Net generation,18316,megawatthours
2022-05-09T19,CISO,California Independent System Operator,TI,Total interchange,-1969,megawatthours
2022-05-09T20,CISO,California Independent System Operator,D,Demand,20212,megawatthours
2022-05-09T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,18770,megawatthours
2022-05-09T20,CISO,California Independent System Operator,NG,Net generation,19165,megawatthours
2022-05-09T20,CISO,California Independent System Operator,TI,Total interchange,-1427,megawatthours
2022-05-09T21,CISO,California Independent System Operator,D,Demand,19786,megawatthours
2022-05-09T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,18626,megawatthours
2022-05-09T21,CISO,California Independent System Operator,NG,Net generation,19442,megawatthours
2022-05-09T21,CISO,California Independent System Operator,TI,Total interchange,-935,megawatthours
2022-05-09T22,CISO,California Independent System Operator,D,Demand,19740,megawatthours
2022-05-09T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,18811,megawatthours
2022-05-09T22,CISO,California Independent System Operator,NG,Net generation,19114,megawatthours
2022-05-09T22,CISO,California Independent System Operator,TI,Total interchange,-487,megawatthours
2022-05-09T23,CISO,California Independent System Operator,D,Demand,19881,megawatthours
2022-05-09T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19338,megawatthours
2022-05-09T23,CISO,California Independent System Operator,NG,Net generation,19897,megawatthours
2022-05-09T23,CISO,California Independent System Operator,TI,Total interchange,-734,megawatthours
2022-05-10T00,CISO,California Independent System Operator,D,Demand,20682,megawatthours
2022-05-10T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20467,megawatthours
2022-05-10T00,CISO,California Independent System Operator,NG,Net generation,18760,megawatthours
2022-05-10T00,CISO,California Independent System Operator,TI,Total interchange,-932,megawatthours
2022-05-10T01,CISO,California Independent System Operator,D,Demand,22348,megawatthours
2022-05-10T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22376,megawatthours
2022-05-10T01,CISO,California Independent System Operator,NG,Net generation,19914,megawatthours
2022-05-10T01,CISO,California Independent System Operator,TI,Total interchange,-2607,megawatthours
2022-05-10T02,CISO,California Independent System Operator,D,Demand,24005,megawatthours
2022-05-10T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23902,megawatthours
2022-05-10T02,CISO,California Independent System Operator,NG,Net generation,17723,megawatthours
2022-05-10T02,CISO,California Independent System Operator,TI,Total interchange,-4205,megawatthours
2022-05-10T03,CISO,California Independent System Operator,D,Demand,25576,megawatthours
2022-05-10T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25093,megawatthours
2022-05-10T03,CISO,California Independent System Operator,NG,Net generation,17515,megawatthours
2022-05-10T03,CISO,California Independent System Operator,TI,Total interchange,-7619,megawatthours
2022-05-10T04,CISO,California Independent System Operator,D,Demand,26530,megawatthours
2022-05-10T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25955,megawatthours
2022-05-10T04,CISO,California Independent System Operator,NG,Net generation,17701,megawatthours
2022-05-10T04,CISO,California Independent System Operator,TI,Total interchange,-8604,megawatthours
2022-05-10T05,CISO,California Independent System Operator,D,Demand,25930,megawatthours
2022-05-10T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25365,megawatthours
2022-05-10T05,CISO,California Independent System Operator,NG,Net generation,16530,megawatthours
2022-05-10T05,CISO,California Independent System Operator,TI,Total interchange,-8500,megawatthours
2022-05-10T06,CISO,California Independent System Operator,D,Demand,24381,megawatthours
2022-05-10T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23813,megawatthours
2022-05-10T06,CISO,California Independent System Operator,NG,Net generation,14784,megawatthours
2022-05-10T06,CISO,California Independent System Operator,TI,Total interchange,-8145,megawatthours
2022-05-10T07,CISO,California Independent System Operator,D,Demand,22766,megawatthours
2022-05-10T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22214,megawatthours
2022-05-10T07,CISO,California Independent System Operator,NG,Net generation,13544,megawatthours
2022-05-10T07,CISO,California Independent System Operator,TI,Total interchange,-7799,megawatthours
