period,respondent,respondent-name,type,type-name,value,value-units
2023-02-20T14,CISO,California Independent System Operator,D,Demand,20773,megawatthours
2023-02-20T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21052,megawatthours
2023-02-20T14,CISO,California Independent System Operator,NG,Net generation,12790,megawatthours
2023-02-20T14,CISO,California Independent System Operator,TI,Total interchange,-8073,megawatthours
2023-02-20T15,CISO,California Independent System Operator,D,Demand,21905,megawatthours
2023-02-20T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22279,megawatthours
2023-02-20T15,CISO,California Independent System Operator,NG,Net generation,14208,megawatthours
2023-02-20T15,CISO,California Independent System Operator,TI,Total interchange,-8070,megawatthours
2023-02-20T16,CISO,California Independent System Operator,D,Demand,23297,megawatthours
2023-02-20T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22463,megawatthours
2023-02-20T16,CISO,California Independent System Operator,NG,Net generation,15867,megawatthours
2023-02-20T16,CISO,California Independent System Operator,TI,Total interchange,-6902,megawatthours
2023-02-20T17,CISO,California Independent System Operator,D,Demand,23346,megawatthours
2023-02-20T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21358,megawatthours
2023-02-20T17,CISO,California Independent System Operator,NG,Net generation,16617,megawatthours
2023-02-20T17,CISO,California Independent System Operator,TI,Total interchange,-5814,megawatthours
2023-02-20T18,CISO,California Independent System Operator,D,Demand,22667,megawatthours
2023-02-20T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20075,megawatthours
2023-02-20T18,CISO,California Independent System Operator,NG,Net generation,17194,megawatthours
2023-02-20T18,CISO,California Independent System Operator,TI,Total interchange,-3774,megawatthours
2023-02-20T19,CISO,California Independent System Operator,D,Demand,21330,megawatthours
2023-02-20T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,18753,megawatthours
2023-02-20T19,CISO,California Independent System Operator,NG,Net generation,17233,megawatthours
2023-02-20T19,CISO,California Independent System Operator,TI,Total interchange,-2753,megawatthours
2023-02-20T20,CISO,California Independent System Operator,D,Demand,20373,megawatthours
2023-02-20T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,17796,megawatthours
2023-02-20T20,CISO,California Independent System Operator,NG,Net generation,16672,megawatthours
2023-02-20T20,CISO,California Independent System Operator,TI,Total interchange,-2446,megawatthours
2023-02-20T21,CISO,California Independent System Operator,D,Demand,19489,megawatthours
2023-02-20T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,17344,megawatthours
2023-02-20T21,CISO,California Independent System Operator,NG,Net generation,16567,megawatthours
2023-02-20T21,CISO,California Independent System Operator,TI,Total interchange,-2066,megawatthours
2023-02-20T22,CISO,California Independent System Operator,D,Demand,19003,megawatthours
2023-02-20T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,17707,megawatthours
2023-02-20T22,CISO,California Independent System Operator,NG,Net generation,16758,megawatthours
2023-02-20T22,CISO,California Independent System Operator,TI,Total interchange,-2130,megawatthours
2023-02-20T23,CISO,California Independent System Operator,D,Demand,19234,megawatthours
2023-02-20T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,18658,megawatthours
2023-02-20T23,CISO,California Independent System Operator,NG,Net generation,16971,megawatthours
2023-02-20T23,CISO,California Independent System Operator,TI,Total interchange,-1796,megawatthours
2023-02-21T00,CISO,California Independent System Operator,D,Demand,19229,megawatthours
2023-02-21T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20240,megawatthours
2023-02-21T00,CISO,California Independent System Operator,NG,Net generation,16994,megawatthours
2023-02-21T00,CISO,California Independent System Operator,TI,Total interchange,-2479,megawatthours
2023-02-21T01,CISO,California Independent System Operator,D,Demand,20271,megawatthours
2023-02-21T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22039,megawatthours
2023-02-21T01,CISO,California Independent System Operator,NG,Net generation,15814,megawatthours
2023-02-21T01,CISO,California Independent System Operator,TI,Total interchange,-5267,megawatthours
2023-02-21T02,CISO,California Independent System Operator,D,Demand,21974,megawatthours
2023-02-21T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24668,megawatthours
2023-02-21T02,CISO,California Independent System Operator,NG,Net generation,16683,megawatthours
2023-02-21T02,CISO,California Independent System Operator,TI,Total interchange,-7120,megawatthours
2023-02-21T03,CISO,California Independent System Operator,D,Demand,24572,megawatthours
2023-02-21T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26389,megawatthours
2023-02-21T03,CISO,California Independent System Operator,NG,Net generation,17077,megawatthours
2023-02-21T03,CISO,California Independent System Operator,TI,Total interchange,-7910,megawatthours
2023-02-21T04,CISO,California Independent System Operator,D,Demand,25797,megawatthours
2023-02-21T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25928,megawatthours
2023-02-21T04,CISO,California Independent System Operator,NG,Net generation,16997,megawatthours
2023-02-21T04,CISO,California Independent System Operator,TI,Total interchange,-7724,megawatthours
2023-02-21T05,CISO,California Independent System Operator,D,Demand,25523,megawatthours
2023-02-21T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25196,megawatthours
2023-02-21T05,CISO,California Independent System Operator,NG,Net generation,16994,megawatthours
2023-02-21T05,CISO,California Independent System Operator,TI,Total interchange,-7108,megawatthours
2023-02-21T06,CISO,California Independent System Operator,D,Demand,24909,megawatthours
2023-02-21T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24340,megawatthours
2023-02-21T06,CISO,California Independent System Operator,NG,Net generation,16242,megawatthours
2023-02-21T06,CISO,California Independent System Operator,TI,Total interchange,-7078,megawatthours
2023-02-21T07,CISO,California Independent System Operator,D,Demand,24153,megawatthours
2023-02-21T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23051,megawatthours
2023-02-21T07,CISO,California Independent System Operator,NG,Net generation,14256,megawatthours
2023-02-21T07,CISO,California Independent System Operator,TI,Total interchange,-7606,megawatthours
2023-02-21T08,CISO,California Independent System Operator,D,Demand,22851,megawatthours
2023-02-21T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21868,megawatthours
2023-02-21T08,CISO,California Independent System Operator,NG,Net generation,12690,megawatthours
2023-02-21T08,CISO,California Independent System Operator,TI,Total interchange,-7754,megawatthours
2023-02-21T09,CISO,California Independent System Operator,D,Demand,21463,megawatthours
2023-02-21T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21025,megawatthours
2023-02-21T09,CISO,California Independent System Operator,NG,Net generation,12726,megawatthours
2023-02-21T09,CISO,California Independent System Operator,TI,Total interchange,-7295,megawatthours
2023-02-21T10,CISO,California Independent System Operator,D,Demand,21008,megawatthours
2023-02-21T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20387,megawatthours
2023-02-21T10,CISO,California Independent System Operator,NG,Net generation,12249,megawatthours
2023-02-21T10,CISO,California Independent System Operator,TI,Total interchange,-7360,megawatthours
2023-02-21T11,CISO,California Independent System Operator,D,Demand,20625,megawatthours
2023-02-21T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20020,megawatthours
2023-02-21T11,CISO,California Independent System Operator,NG,Net generation,11814,megawatthours
2023-02-21T11,CISO,California Independent System Operator,TI,Total interchange,-7403,megawatthours
2023-02-21T12,CISO,California Independent System Operator,D,Demand,20224,megawatthours
2023-02-21T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19975,megawatthours
2023-02-21T12,CISO,California Independent System Operator,NG,Net generation,12069,megawatthours
2023-02-21T12,CISO,California Independent System Operator,TI,Total interchange,-7211,megawatthours
2023-02-21T13,CISO,California Independent System Operator,D,Demand,20274,megawatthours
2023-02-21T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20424,megawatthours
2023-02-21T13,CISO,California Independent System Operator,NG,Net generation,12706,megawatthours
2023-02-21T13,CISO,California Independent System Operator,TI,Total interchange,-7087,megawatthours
2023-02-21T14,CISO,California Independent System Operator,D,Demand,20798,megawatthours
2023-02-21T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21984,megawatthours
2023-02-21T14,CISO,California Independent System Operator,NG,Net generation,14483,megawatthours
2023-02-21T14,CISO,California Independent System Operator,TI,Total interchange,-6556,megawatthours
2023-02-21T15,CISO,California Independent System Operator,D,Demand,22004,megawatthours
2023-02-21T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24318,megawatthours
2023-02-21T15,CISO,California Independent System Operator,NG,Net generation,16529,megawatthours
2023-02-21T15,CISO,California Independent System Operator,TI,Total interchange,-6334,megawatthours
2023-02-21T16,CISO,California Independent System Operator,D,Demand,23801,megawatthours
2023-02-21T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25108,megawatthours
2023-02-21T16,CISO,California Independent System Operator,NG,Net generation,19074,megawatthours
2023-02-21T16,CISO,California Independent System Operator,TI,Total interchange,-4633,megawatthours
2023-02-21T17,CISO,California Independent System Operator,D,Demand,24429,megawatthours
2023-02-21T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23990,megawatthours
2023-02-21T17,CISO,California Independent System Operator,NG,Net generation,20641,megawatthours
2023-02-21T17,CISO,California Independent System Operator,TI,Total interchange,-2931,megawatthours
2023-02-21T18,CISO,California Independent System Operator,D,Demand,24133,megawatthours
2023-02-21T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22334,megawatthours
2023-02-21T18,CISO,California Independent System Operator,NG,Net generation,20259,megawatthours
2023-02-21T18,CISO,California Independent System Operator,TI,Total interchange,-2257,megawatthours
2023-02-21T19,CISO,California Independent System Operator,D,Demand,22908,megawatthours
2023-02-21T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20839,megawatthours
2023-02-21T19,CISO,California Independent System Operator,NG,Net generation,19908,megawatthours
2023-02-21T19,CISO,California Independent System Operator,TI,Total interchange,-1185,megawatthours
2023-02-21T20,CISO,California Independent System Operator,D,Demand,21473,megawatthours
2023-02-21T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19721,megawatthours
2023-02-21T20,CISO,California Independent System Operator,NG,Net generation,18783,megawatthours
2023-02-21T20,CISO,California Independent System Operator,TI,Total interchange,-1767,megawatthours
2023-02-21T21,CISO,California Independent System Operator,D,Demand,20766,megawatthours
2023-02-21T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19246,megawatthours
2023-02-21T21,CISO,California Independent System Operator,NG,Net generation,19590,megawatthours
2023-02-21T21,CISO,California Independent System Operator,TI,Total interchange,-1763,megawatthours
2023-02-21T22,CISO,California Independent System Operator,D,Demand,21476,megawatthours
2023-02-21T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19606,megawatthours
2023-02-21T22,CISO,California Independent System Operator,NG,Net generation,20018,megawatthours
2023-02-21T22,CISO,California Independent System Operator,TI,Total interchange,-1112,megawatthours
2023-02-21T23,CISO,California Independent System Operator,D,Demand,21316,megawatthours
2023-02-21T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20406,megawatthours
2023-02-21T23,CISO,California Independent System Operator,NG,Net generation,19675,megawatthours
2023-02-21T23,CISO,California Independent System Operator,TI,Total interchange,-1063,megawatthours
2023-02-22T00,CISO,California Independent System Operator,D,Demand,20966,megawatthours
2023-02-22T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21802,megawatthours
2023-02-22T00,CISO,California Independent System Operator,NG,Net generation,19463,megawatthours
2023-02-22T00,CISO,California Independent System Operator,TI,Total interchange,-2269,megawatthours
2023-02-22T01,CISO,California Independent System Operator,D,Demand,21935,megawatthours
2023-02-22T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23512,megawatthours
2023-02-22T01,CISO,California Independent System Operator,NG,Net generation,19141,megawatthours
2023-02-22T01,CISO,California Independent System Operator,TI,Total interchange,-4261,megawatthours
2023-02-22T02,CISO,California Independent System Operator,D,Demand,23918,megawatthours
2023-02-22T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25656,megawatthours
2023-02-22T02,CISO,California Independent System Operator,NG,Net generation,19251,megawatthours
2023-02-22T02,CISO,California Independent System Operator,TI,Total interchange,-5880,megawatthours
2023-02-22T03,CISO,California Independent System Operator,D,Demand,25810,megawatthours
2023-02-22T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27299,megawatthours
2023-02-22T03,CISO,California Independent System Operator,NG,Net generation,20095,megawatthours
2023-02-22T03,CISO,California Independent System Operator,TI,Total interchange,-6087,megawatthours
2023-02-22T04,CISO,California Independent System Operator,D,Demand,26940,megawatthours
2023-02-22T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26948,megawatthours
2023-02-22T04,CISO,California Independent System Operator,NG,Net generation,20197,megawatthours
2023-02-22T04,CISO,California Independent System Operator,TI,Total interchange,-5699,megawatthours
2023-02-22T05,CISO,California Independent System Operator,D,Demand,26718,megawatthours
2023-02-22T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26203,megawatthours
2023-02-22T05,CISO,California Independent System Operator,NG,Net generation,19367,megawatthours
2023-02-22T05,CISO,California Independent System Operator,TI,Total interchange,-5977,megawatthours
2023-02-22T06,CISO,California Independent System Operator,D,Demand,26169,megawatthours
2023-02-22T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25350,megawatthours
2023-02-22T06,CISO,California Independent System Operator,NG,Net generation,18681,megawatthours
2023-02-22T06,CISO,California Independent System Operator,TI,Total interchange,-5971,megawatthours
2023-02-22T07,CISO,California Independent System Operator,D,Demand,25473,megawatthours
2023-02-22T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23926,megawatthours
2023-02-22T07,CISO,California Independent System Operator,NG,Net generation,17212,megawatthours
2023-02-22T07,CISO,California Independent System Operator,TI,Total interchange,-6247,megawatthours
2023-02-22T08,CISO,California Independent System Operator,D,Demand,24252,megawatthours
2023-02-22T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22604,megawatthours
2023-02-22T08,CISO,California Independent System Operator,NG,Net generation,16462,megawatthours
2023-02-22T08,CISO,California Independent System Operator,TI,Total interchange,-5948,megawatthours
2023-02-22T09,CISO,California Independent System Operator,D,Demand,23140,megawatthours
2023-02-22T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21733,megawatthours
2023-02-22T09,CISO,California Independent System Operator,NG,Net generation,16565,megawatthours
2023-02-22T09,CISO,California Independent System Operator,TI,Total interchange,-5079,megawatthours
2023-02-22T10,CISO,California Independent System Operator,D,Demand,22375,megawatthours
2023-02-22T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21178,megawatthours
2023-02-22T10,CISO,California Independent System Operator,NG,Net generation,16626,megawatthours
2023-02-22T10,CISO,California Independent System Operator,TI,Total interchange,-4480,megawatthours
2023-02-22T11,CISO,California Independent System Operator,D,Demand,21844,megawatthours
2023-02-22T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20751,megawatthours
2023-02-22T11,CISO,California Independent System Operator,NG,Net generation,16607,megawatthours
2023-02-22T11,CISO,California Independent System Operator,TI,Total interchange,-4121,megawatthours
2023-02-22T12,CISO,California Independent System Operator,D,Demand,21465,megawatthours
2023-02-22T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20664,megawatthours
2023-02-22T12,CISO,California Independent System Operator,NG,Net generation,16765,megawatthours
2023-02-22T12,CISO,California Independent System Operator,TI,Total interchange,-3897,megawatthours
2023-02-22T13,CISO,California Independent System Operator,D,Demand,21406,megawatthours
2023-02-22T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21277,megawatthours
2023-02-22T13,CISO,California Independent System Operator,NG,Net generation,17643,megawatthours
2023-02-22T13,CISO,California Independent System Operator,TI,Total interchange,-3535,megawatthours
2023-02-22T14,CISO,California Independent System Operator,D,Demand,21943,megawatthours
2023-02-22T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22863,megawatthours
2023-02-22T14,CISO,California Independent System Operator,NG,Net generation,18476,megawatthours
2023-02-22T14,CISO,California Independent System Operator,TI,Total interchange,-3767,megawatthours
2023-02-22T15,CISO,California Independent System Operator,D,Demand,23122,megawatthours
2023-02-22T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25089,megawatthours
2023-02-22T15,CISO,California Independent System Operator,NG,Net generation,20047,megawatthours
2023-02-22T15,CISO,California Independent System Operator,TI,Total interchange,-4471,megawatthours
2023-02-22T16,CISO,California Independent System Operator,D,Demand,25154,megawatthours
2023-02-22T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25907,megawatthours
2023-02-22T16,CISO,California Independent System Operator,NG,Net generation,21431,megawatthours
2023-02-22T16,CISO,California Independent System Operator,TI,Total interchange,-3829,megawatthours
2023-02-22T17,CISO,California Independent System Operator,D,Demand,25537,megawatthours
2023-02-22T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24885,megawatthours
2023-02-22T17,CISO,California Independent System Operator,NG,Net generation,22098,megawatthours
2023-02-22T17,CISO,California Independent System Operator,TI,Total interchange,-2391,megawatthours
2023-02-22T18,CISO,California Independent System Operator,D,Demand,24525,megawatthours
2023-02-22T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23297,megawatthours
2023-02-22T18,CISO,California Independent System Operator,NG,Net generation,21414,megawatthours
2023-02-22T18,CISO,California Independent System Operator,TI,Total interchange,-1302,megawatthours
2023-02-22T19,CISO,California Independent System Operator,D,Demand,22801,megawatthours
2023-02-22T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22328,megawatthours
2023-02-22T19,CISO,California Independent System Operator,NG,Net generation,21314,megawatthours
2023-02-22T19,CISO,California Independent System Operator,TI,Total interchange,-217,megawatthours
2023-02-22T20,CISO,California Independent System Operator,D,Demand,21758,megawatthours
2023-02-22T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21654,megawatthours
2023-02-22T20,CISO,California Independent System Operator,NG,Net generation,21350,megawatthours
2023-02-22T20,CISO,California Independent System Operator,TI,Total interchange,233,megawatthours
2023-02-22T21,CISO,California Independent System Operator,D,Demand,21325,megawatthours
2023-02-22T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21551,megawatthours
2023-02-22T21,CISO,California Independent System Operator,NG,Net generation,21494,megawatthours
2023-02-22T21,CISO,California Independent System Operator,TI,Total interchange,251,megawatthours
2023-02-22T22,CISO,California Independent System Operator,D,Demand,21358,megawatthours
2023-02-22T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21700,megawatthours
2023-02-22T22,CISO,California Independent System Operator,NG,Net generation,21211,megawatthours
2023-02-22T22,CISO,California Independent System Operator,TI,Total interchange,674,megawatthours
2023-02-22T23,CISO,California Independent System Operator,D,Demand,20852,megawatthours
2023-02-22T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22021,megawatthours
2023-02-22T23,CISO,California Independent System Operator,NG,Net generation,22001,megawatthours
2023-02-22T23,CISO,California Independent System Operator,TI,Total interchange,442,megawatthours
2023-02-23T00,CISO,California Independent System Operator,D,Demand,21855,megawatthours
2023-02-23T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22896,megawatthours
2023-02-23T00,CISO,California Independent System Operator,NG,Net generation,21678,megawatthours
2023-02-23T00,CISO,California Independent System Operator,TI,Total interchange,-382,megawatthours
2023-02-23T01,CISO,California Independent System Operator,D,Demand,22549,megawatthours
2023-02-23T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24151,megawatthours
2023-02-23T01,CISO,California Independent System Operator,NG,Net generation,21748,megawatthours
2023-02-23T01,CISO,California Independent System Operator,TI,Total interchange,-1677,megawatthours
2023-02-23T02,CISO,California Independent System Operator,D,Demand,24249,megawatthours
2023-02-23T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26342,megawatthours
2023-02-23T02,CISO,California Independent System Operator,NG,Net generation,23258,megawatthours
2023-02-23T02,CISO,California Independent System Operator,TI,Total interchange,-2936,megawatthours
2023-02-23T03,CISO,California Independent System Operator,D,Demand,26999,megawatthours
2023-02-23T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28041,megawatthours
2023-02-23T03,CISO,California Independent System Operator,NG,Net generation,24664,megawatthours
2023-02-23T03,CISO,California Independent System Operator,TI,Total interchange,-3389,megawatthours
2023-02-23T04,CISO,California Independent System Operator,D,Demand,28745,megawatthours
2023-02-23T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27760,megawatthours
2023-02-23T04,CISO,California Independent System Operator,NG,Net generation,24659,megawatthours
2023-02-23T04,CISO,California Independent System Operator,TI,Total interchange,-3486,megawatthours
2023-02-23T05,CISO,California Independent System Operator,D,Demand,28634,megawatthours
2023-02-23T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27095,megawatthours
2023-02-23T05,CISO,California Independent System Operator,NG,Net generation,23544,megawatthours
2023-02-23T05,CISO,California Independent System Operator,TI,Total interchange,-4020,megawatthours
2023-02-23T06,CISO,California Independent System Operator,D,Demand,28066,megawatthours
2023-02-23T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26240,megawatthours
2023-02-23T06,CISO,California Independent System Operator,NG,Net generation,22267,megawatthours
2023-02-23T06,CISO,California Independent System Operator,TI,Total interchange,-4415,megawatthours
2023-02-23T07,CISO,California Independent System Operator,D,Demand,27209,megawatthours
2023-02-23T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24707,megawatthours
2023-02-23T07,CISO,California Independent System Operator,NG,Net generation,20127,megawatthours
2023-02-23T07,CISO,California Independent System Operator,TI,Total interchange,-4920,megawatthours
2023-02-23T08,CISO,California Independent System Operator,D,Demand,25652,megawatthours
2023-02-23T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23360,megawatthours
2023-02-23T08,CISO,California Independent System Operator,NG,Net generation,18591,megawatthours
2023-02-23T08,CISO,California Independent System Operator,TI,Total interchange,-5054,megawatthours
2023-02-23T09,CISO,California Independent System Operator,D,Demand,24338,megawatthours
2023-02-23T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23085,megawatthours
2023-02-23T09,CISO,California Independent System Operator,NG,Net generation,17976,megawatthours
2023-02-23T09,CISO,California Independent System Operator,TI,Total interchange,-4855,megawatthours
2023-02-23T10,CISO,California Independent System Operator,D,Demand,23566,megawatthours
2023-02-23T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22443,megawatthours
2023-02-23T10,CISO,California Independent System Operator,NG,Net generation,17642,megawatthours
2023-02-23T10,CISO,California Independent System Operator,TI,Total interchange,-4976,megawatthours
2023-02-23T11,CISO,California Independent System Operator,D,Demand,23401,megawatthours
2023-02-23T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22034,megawatthours
2023-02-23T11,CISO,California Independent System Operator,NG,Net generation,17153,megawatthours
2023-02-23T11,CISO,California Independent System Operator,TI,Total interchange,-4739,megawatthours
2023-02-23T12,CISO,California Independent System Operator,D,Demand,22678,megawatthours
2023-02-23T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22029,megawatthours
2023-02-23T12,CISO,California Independent System Operator,NG,Net generation,17192,megawatthours
2023-02-23T12,CISO,California Independent System Operator,TI,Total interchange,-4448,megawatthours
2023-02-23T13,CISO,California Independent System Operator,D,Demand,22446,megawatthours
2023-02-23T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22648,megawatthours
2023-02-23T13,CISO,California Independent System Operator,NG,Net generation,17803,megawatthours
2023-02-23T13,CISO,California Independent System Operator,TI,Total interchange,-3938,megawatthours
2023-02-23T14,CISO,California Independent System Operator,D,Demand,22537,megawatthours
2023-02-23T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24135,megawatthours
2023-02-23T14,CISO,California Independent System Operator,NG,Net generation,20233,megawatthours
2023-02-23T14,CISO,California Independent System Operator,TI,Total interchange,-3046,megawatthours
2023-02-23T15,CISO,California Independent System Operator,D,Demand,24008,megawatthours
2023-02-23T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26226,megawatthours
2023-02-23T15,CISO,California Independent System Operator,NG,Net generation,22765,megawatthours
2023-02-23T15,CISO,California Independent System Operator,TI,Total interchange,-2955,megawatthours
2023-02-23T16,CISO,California Independent System Operator,D,Demand,26339,megawatthours
2023-02-23T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27209,megawatthours
2023-02-23T16,CISO,California Independent System Operator,NG,Net generation,23719,megawatthours
2023-02-23T16,CISO,California Independent System Operator,TI,Total interchange,-2911,megawatthours
2023-02-23T17,CISO,California Independent System Operator,D,Demand,26926,megawatthours
2023-02-23T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26794,megawatthours
2023-02-23T17,CISO,California Independent System Operator,NG,Net generation,23961,megawatthours
2023-02-23T17,CISO,California Independent System Operator,TI,Total interchange,-2653,megawatthours
2023-02-23T18,CISO,California Independent System Operator,D,Demand,26654,megawatthours
2023-02-23T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25672,megawatthours
2023-02-23T18,CISO,California Independent System Operator,NG,Net generation,24919,megawatthours
2023-02-23T18,CISO,California Independent System Operator,TI,Total interchange,-1320,megawatthours
2023-02-23T19,CISO,California Independent System Operator,D,Demand,26164,megawatthours
2023-02-23T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24518,megawatthours
2023-02-23T19,CISO,California Independent System Operator,NG,Net generation,25325,megawatthours
2023-02-23T19,CISO,California Independent System Operator,TI,Total interchange,-1040,megawatthours
2023-02-23T20,CISO,California Independent System Operator,D,Demand,26157,megawatthours
2023-02-23T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23729,megawatthours
2023-02-23T20,CISO,California Independent System Operator,NG,Net generation,24294,megawatthours
2023-02-23T20,CISO,California Independent System Operator,TI,Total interchange,-1241,megawatthours
2023-02-23T21,CISO,California Independent System Operator,D,Demand,25329,megawatthours
2023-02-23T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23496,megawatthours
2023-02-23T21,CISO,California Independent System Operator,NG,Net generation,23093,megawatthours
2023-02-23T21,CISO,California Independent System Operator,TI,Total interchange,-1290,megawatthours
2023-02-23T22,CISO,California Independent System Operator,D,Demand,24342,megawatthours
2023-02-23T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23611,megawatthours
2023-02-23T22,CISO,California Independent System Operator,NG,Net generation,22171,megawatthours
2023-02-23T22,CISO,California Independent System Operator,TI,Total interchange,-1267,megawatthours
2023-02-23T23,CISO,California Independent System Operator,D,Demand,23436,megawatthours
2023-02-23T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23825,megawatthours
2023-02-23T23,CISO,California Independent System Operator,NG,Net generation,22019,megawatthours
2023-02-23T23,CISO,California Independent System Operator,TI,Total interchange,-1214,megawatthours
2023-02-24T00,CISO,California Independent System Operator,D,Demand,23344,megawatthours
2023-02-24T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24447,megawatthours
2023-02-24T00,CISO,California Independent System Operator,NG,Net generation,21948,megawatthours
2023-02-24T00,CISO,California Independent System Operator,TI,Total interchange,-1331,megawatthours
2023-02-24T01,CISO,California Independent System Operator,D,Demand,23511,megawatthours
2023-02-24T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25525,megawatthours
2023-02-24T01,CISO,California Independent System Operator,NG,Net generation,22742,megawatthours
2023-02-24T01,CISO,California Independent System Operator,TI,Total interchange,-1643,megawatthours
2023-02-24T02,CISO,California Independent System Operator,D,Demand,24960,megawatthours
2023-02-24T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27434,megawatthours
2023-02-24T02,CISO,California Independent System Operator,NG,Net generation,23638,megawatthours
2023-02-24T02,CISO,California Independent System Operator,TI,Total interchange,-3212,megawatthours
2023-02-24T03,CISO,California Independent System Operator,D,Demand,27498,megawatthours
2023-02-24T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,29122,megawatthours
2023-02-24T03,CISO,California Independent System Operator,NG,Net generation,24475,megawatthours
