period,respondent,respondent-name,type,type-name,value,value-units
2023-11-01T06,CISO,California Independent System Operator,D,Demand,25134,megawatthours
2023-11-01T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24549,megawatthours
2023-11-01T06,CISO,California Independent System Operator,NG,Net generation,21006,megawatthours
2023-11-01T06,CISO,California Independent System Operator,TI,Total interchange,-3379,megawatthours
2023-11-01T07,CISO,California Independent System Operator,D,Demand,23966,megawatthours
2023-11-01T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23092,megawatthours
2023-11-01T07,CISO,California Independent System Operator,NG,Net generation,20169,megawatthours
2023-11-01T07,CISO,California Independent System Operator,TI,Total interchange,-3599,megawatthours
2023-11-01T08,CISO,California Independent System Operator,D,Demand,22634,megawatthours
2023-11-01T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22058,megawatthours
2023-11-01T08,CISO,California Independent System Operator,NG,Net generation,18555,megawatthours
2023-11-01T08,CISO,California Independent System Operator,TI,Total interchange,-4009,megawatthours
2023-11-01T09,CISO,California Independent System Operator,D,Demand,21976,megawatthours
2023-11-01T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21333,megawatthours
2023-11-01T09,CISO,California Independent System Operator,NG,Net generation,17334,megawatthours
2023-11-01T09,CISO,California Independent System Operator,TI,Total interchange,-3916,megawatthours
2023-11-01T10,CISO,California Independent System Operator,D,Demand,21490,megawatthours
2023-11-01T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20814,megawatthours
2023-11-01T10,CISO,California Independent System Operator,NG,Net generation,16940,megawatthours
2023-11-01T10,CISO,California Independent System Operator,TI,Total interchange,-3624,megawatthours
2023-11-01T11,CISO,California Independent System Operator,D,Demand,21039,megawatthours
2023-11-01T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20520,megawatthours
2023-11-01T11,CISO,California Independent System Operator,NG,Net generation,16751,megawatthours
2023-11-01T11,CISO,California Independent System Operator,TI,Total interchange,-3703,megawatthours
2023-11-01T12,CISO,California Independent System Operator,D,Demand,20784,megawatthours
2023-11-01T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20936,megawatthours
2023-11-01T12,CISO,California Independent System Operator,NG,Net generation,16444,megawatthours
2023-11-01T12,CISO,California Independent System Operator,TI,Total interchange,-3238,megawatthours
2023-11-01T13,CISO,California Independent System Operator,D,Demand,20797,megawatthours
2023-11-01T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22215,megawatthours
2023-11-01T13,CISO,California Independent System Operator,NG,Net generation,16882,megawatthours
2023-11-01T13,CISO,California Independent System Operator,TI,Total interchange,-3047,megawatthours
2023-11-01T14,CISO,California Independent System Operator,D,Demand,21971,megawatthours
2023-11-01T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24431,megawatthours
2023-11-01T14,CISO,California Independent System Operator,NG,Net generation,18270,megawatthours
2023-11-01T14,CISO,California Independent System Operator,TI,Total interchange,-2816,megawatthours
2023-11-01T15,CISO,California Independent System Operator,D,Demand,23936,megawatthours
2023-11-01T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25826,megawatthours
2023-11-01T15,CISO,California Independent System Operator,NG,Net generation,20497,megawatthours
2023-11-01T15,CISO,California Independent System Operator,TI,Total interchange,-3274,megawatthours
2023-11-01T16,CISO,California Independent System Operator,D,Demand,25458,megawatthours
2023-11-01T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24693,megawatthours
2023-11-01T16,CISO,California Independent System Operator,NG,Net generation,21794,megawatthours
2023-11-01T16,CISO,California Independent System Operator,TI,Total interchange,-2215,megawatthours
2023-11-01T17,CISO,California Independent System Operator,D,Demand,25747,megawatthours
2023-11-01T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22983,megawatthours
2023-11-01T17,CISO,California Independent System Operator,NG,Net generation,23313,megawatthours
2023-11-01T17,CISO,California Independent System Operator,TI,Total interchange,-1061,megawatthours
2023-11-01T18,CISO,California Independent System Operator,D,Demand,25637,megawatthours
2023-11-01T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21343,megawatthours
2023-11-01T18,CISO,California Independent System Operator,NG,Net generation,24650,megawatthours
2023-11-01T18,CISO,California Independent System Operator,TI,Total interchange,-879,megawatthours
2023-11-01T19,CISO,California Independent System Operator,D,Demand,25064,megawatthours
2023-11-01T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20238,megawatthours
2023-11-01T19,CISO,California Independent System Operator,NG,Net generation,24318,megawatthours
2023-11-01T19,CISO,California Independent System Operator,TI,Total interchange,-1092,megawatthours
2023-11-01T20,CISO,California Independent System Operator,D,Demand,24420,megawatthours
2023-11-01T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19942,megawatthours
2023-11-01T20,CISO,California Independent System Operator,NG,Net generation,23440,megawatthours
2023-11-01T20,CISO,California Independent System Operator,TI,Total interchange,-1060,megawatthours
2023-11-01T21,CISO,California Independent System Operator,D,Demand,23955,megawatthours
2023-11-01T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20402,megawatthours
2023-11-01T21,CISO,California Independent System Operator,NG,Net generation,23004,megawatthours
2023-11-01T21,CISO,California Independent System Operator,TI,Total interchange,-818,megawatthours
2023-11-01T22,CISO,California Independent System Operator,D,Demand,23773,megawatthours
2023-11-01T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21560,megawatthours
2023-11-01T22,CISO,California Independent System Operator,NG,Net generation,23051,megawatthours
2023-11-01T22,CISO,California Independent System Operator,TI,Total interchange,-402,megawatthours
2023-11-01T23,CISO,California Independent System Operator,D,Demand,23950,megawatthours
2023-11-01T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23083,megawatthours
2023-11-01T23,CISO,California Independent System Operator,NG,Net generation,23613,megawatthours
2023-11-01T23,CISO,California Independent System Operator,TI,Total interchange,-671,megawatthours
2023-11-02T00,CISO,California Independent System Operator,D,Demand,24821,megawatthours
2023-11-02T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25077,megawatthours
2023-11-02T00,CISO,California Independent System Operator,NG,Net generation,24130,megawatthours
2023-11-02T00,CISO,California Independent System Operator,TI,Total interchange,-1514,megawatthours
2023-11-02T01,CISO,California Independent System Operator,D,Demand,25833,megawatthours
2023-11-02T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27009,megawatthours
2023-11-02T01,CISO,California Independent System Operator,NG,Net generation,24072,megawatthours
2023-11-02T01,CISO,California Independent System Operator,TI,Total interchange,-2809,megawatthours
2023-11-02T02,CISO,California Independent System Operator,D,Demand,27367,megawatthours
2023-11-02T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28193,megawatthours
2023-11-02T02,CISO,California Independent System Operator,NG,Net generation,24046,megawatthours
2023-11-02T02,CISO,California Independent System Operator,TI,Total interchange,-3738,megawatthours
2023-11-02T03,CISO,California Independent System Operator,D,Demand,28248,megawatthours
2023-11-02T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27815,megawatthours
2023-11-02T03,CISO,California Independent System Operator,NG,Net generation,24000,megawatthours
2023-11-02T03,CISO,California Independent System Operator,TI,Total interchange,-4091,megawatthours
2023-11-02T04,CISO,California Independent System Operator,D,Demand,27594,megawatthours
2023-11-02T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26972,megawatthours
2023-11-02T04,CISO,California Independent System Operator,NG,Net generation,22875,megawatthours
2023-11-02T04,CISO,California Independent System Operator,TI,Total interchange,-4142,megawatthours
2023-11-02T05,CISO,California Independent System Operator,D,Demand,26626,megawatthours
2023-11-02T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26037,megawatthours
2023-11-02T05,CISO,California Independent System Operator,NG,Net generation,21835,megawatthours
2023-11-02T05,CISO,California Independent System Operator,TI,Total interchange,-4998,megawatthours
2023-11-02T06,CISO,California Independent System Operator,D,Demand,25901,megawatthours
2023-11-02T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24446,megawatthours
2023-11-02T06,CISO,California Independent System Operator,NG,Net generation,20250,megawatthours
2023-11-02T06,CISO,California Independent System Operator,TI,Total interchange,-5344,megawatthours
2023-11-02T07,CISO,California Independent System Operator,D,Demand,24416,megawatthours
2023-11-02T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23018,megawatthours
2023-11-02T07,CISO,California Independent System Operator,NG,Net generation,18387,megawatthours
2023-11-02T07,CISO,California Independent System Operator,TI,Total interchange,-4864,megawatthours
2023-11-02T08,CISO,California Independent System Operator,D,Demand,23075,megawatthours
2023-11-02T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21821,megawatthours
2023-11-02T08,CISO,California Independent System Operator,NG,Net generation,17542,megawatthours
2023-11-02T08,CISO,California Independent System Operator,TI,Total interchange,-5307,megawatthours
2023-11-02T09,CISO,California Independent System Operator,D,Demand,22601,megawatthours
2023-11-02T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21022,megawatthours
2023-11-02T09,CISO,California Independent System Operator,NG,Net generation,16603,megawatthours
2023-11-02T09,CISO,California Independent System Operator,TI,Total interchange,-5123,megawatthours
2023-11-02T10,CISO,California Independent System Operator,D,Demand,22052,megawatthours
2023-11-02T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20462,megawatthours
2023-11-02T10,CISO,California Independent System Operator,NG,Net generation,16235,megawatthours
2023-11-02T10,CISO,California Independent System Operator,TI,Total interchange,-5182,megawatthours
2023-11-02T11,CISO,California Independent System Operator,D,Demand,21671,megawatthours
2023-11-02T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20284,megawatthours
2023-11-02T11,CISO,California Independent System Operator,NG,Net generation,15769,megawatthours
2023-11-02T11,CISO,California Independent System Operator,TI,Total interchange,-4654,megawatthours
2023-11-02T12,CISO,California Independent System Operator,D,Demand,20953,megawatthours
2023-11-02T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20755,megawatthours
2023-11-02T12,CISO,California Independent System Operator,NG,Net generation,15538,megawatthours
2023-11-02T12,CISO,California Independent System Operator,TI,Total interchange,-4637,megawatthours
2023-11-02T13,CISO,California Independent System Operator,D,Demand,20990,megawatthours
2023-11-02T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21973,megawatthours
2023-11-02T13,CISO,California Independent System Operator,NG,Net generation,15590,megawatthours
2023-11-02T13,CISO,California Independent System Operator,TI,Total interchange,-4401,megawatthours
2023-11-02T14,CISO,California Independent System Operator,D,Demand,22025,megawatthours
2023-11-02T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24141,megawatthours
2023-11-02T14,CISO,California Independent System Operator,NG,Net generation,16865,megawatthours
2023-11-02T14,CISO,California Independent System Operator,TI,Total interchange,-4443,megawatthours
2023-11-02T15,CISO,California Independent System Operator,D,Demand,24021,megawatthours
2023-11-02T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25421,megawatthours
2023-11-02T15,CISO,California Independent System Operator,NG,Net generation,18809,megawatthours
2023-11-02T15,CISO,California Independent System Operator,TI,Total interchange,-4821,megawatthours
2023-11-02T16,CISO,California Independent System Operator,D,Demand,25484,megawatthours
2023-11-02T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24367,megawatthours
2023-11-02T16,CISO,California Independent System Operator,NG,Net generation,19949,megawatthours
2023-11-02T16,CISO,California Independent System Operator,TI,Total interchange,-3321,megawatthours
2023-11-02T17,CISO,California Independent System Operator,D,Demand,25576,megawatthours
2023-11-02T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22629,megawatthours
2023-11-02T17,CISO,California Independent System Operator,NG,Net generation,21958,megawatthours
2023-11-02T17,CISO,California Independent System Operator,TI,Total interchange,-2396,megawatthours
2023-11-02T18,CISO,California Independent System Operator,D,Demand,25521,megawatthours
2023-11-02T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20806,megawatthours
2023-11-02T18,CISO,California Independent System Operator,NG,Net generation,22939,megawatthours
2023-11-02T18,CISO,California Independent System Operator,TI,Total interchange,-2410,megawatthours
2023-11-02T19,CISO,California Independent System Operator,D,Demand,24755,megawatthours
2023-11-02T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19710,megawatthours
2023-11-02T19,CISO,California Independent System Operator,NG,Net generation,22197,megawatthours
2023-11-02T19,CISO,California Independent System Operator,TI,Total interchange,-2839,megawatthours
2023-11-02T20,CISO,California Independent System Operator,D,Demand,24742,megawatthours
2023-11-02T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19631,megawatthours
2023-11-02T20,CISO,California Independent System Operator,NG,Net generation,21788,megawatthours
2023-11-02T20,CISO,California Independent System Operator,TI,Total interchange,-2707,megawatthours
2023-11-02T21,CISO,California Independent System Operator,D,Demand,24298,megawatthours
2023-11-02T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20468,megawatthours
2023-11-02T21,CISO,California Independent System Operator,NG,Net generation,21502,megawatthours
2023-11-02T21,CISO,California Independent System Operator,TI,Total interchange,-2893,megawatthours
2023-11-02T22,CISO,California Independent System Operator,D,Demand,24208,megawatthours
2023-11-02T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21513,megawatthours
2023-11-02T22,CISO,California Independent System Operator,NG,Net generation,21214,megawatthours
2023-11-02T22,CISO,California Independent System Operator,TI,Total interchange,-2686,megawatthours
2023-11-02T23,CISO,California Independent System Operator,D,Demand,25047,megawatthours
2023-11-02T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23025,megawatthours
2023-11-02T23,CISO,California Independent System Operator,NG,Net generation,22232,megawatthours
2023-11-02T23,CISO,California Independent System Operator,TI,Total interchange,-2199,megawatthours
2023-11-03T00,CISO,California Independent System Operator,D,Demand,25537,megawatthours
2023-11-03T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24784,megawatthours
2023-11-03T00,CISO,California Independent System Operator,NG,Net generation,23113,megawatthours
2023-11-03T00,CISO,California Independent System Operator,TI,Total interchange,-3662,megawatthours
2023-11-03T01,CISO,California Independent System Operator,D,Demand,26169,megawatthours
2023-11-03T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26542,megawatthours
2023-11-03T01,CISO,California Independent System Operator,NG,Net generation,22134,megawatthours
2023-11-03T01,CISO,California Independent System Operator,TI,Total interchange,-5644,megawatthours
2023-11-03T02,CISO,California Independent System Operator,D,Demand,27768,megawatthours
2023-11-03T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27615,megawatthours
2023-11-03T02,CISO,California Independent System Operator,NG,Net generation,21460,megawatthours
2023-11-03T02,CISO,California Independent System Operator,TI,Total interchange,-6048,megawatthours
2023-11-03T03,CISO,California Independent System Operator,D,Demand,28694,megawatthours
2023-11-03T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27057,megawatthours
2023-11-03T03,CISO,California Independent System Operator,NG,Net generation,21960,megawatthours
2023-11-03T03,CISO,California Independent System Operator,TI,Total interchange,-7042,megawatthours
2023-11-03T04,CISO,California Independent System Operator,D,Demand,28159,megawatthours
2023-11-03T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26272,megawatthours
2023-11-03T04,CISO,California Independent System Operator,NG,Net generation,20416,megawatthours
2023-11-03T04,CISO,California Independent System Operator,TI,Total interchange,-7169,megawatthours
2023-11-03T05,CISO,California Independent System Operator,D,Demand,27149,megawatthours
2023-11-03T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25463,megawatthours
2023-11-03T05,CISO,California Independent System Operator,NG,Net generation,19197,megawatthours
2023-11-03T05,CISO,California Independent System Operator,TI,Total interchange,-7103,megawatthours
2023-11-03T06,CISO,California Independent System Operator,D,Demand,26213,megawatthours
2023-11-03T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24074,megawatthours
2023-11-03T06,CISO,California Independent System Operator,NG,Net generation,18317,megawatthours
2023-11-03T06,CISO,California Independent System Operator,TI,Total interchange,-6866,megawatthours
2023-11-03T07,CISO,California Independent System Operator,D,Demand,24538,megawatthours
2023-11-03T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22656,megawatthours
2023-11-03T07,CISO,California Independent System Operator,NG,Net generation,16858,megawatthours
2023-11-03T07,CISO,California Independent System Operator,TI,Total interchange,-6903,megawatthours
2023-11-03T08,CISO,California Independent System Operator,D,Demand,23043,megawatthours
2023-11-03T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21800,megawatthours
2023-11-03T08,CISO,California Independent System Operator,NG,Net generation,15325,megawatthours
2023-11-03T08,CISO,California Independent System Operator,TI,Total interchange,-7104,megawatthours
2023-11-03T09,CISO,California Independent System Operator,D,Demand,22409,megawatthours
2023-11-03T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21089,megawatthours
2023-11-03T09,CISO,California Independent System Operator,NG,Net generation,14535,megawatthours
2023-11-03T09,CISO,California Independent System Operator,TI,Total interchange,-6921,megawatthours
2023-11-03T10,CISO,California Independent System Operator,D,Demand,21565,megawatthours
2023-11-03T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20621,megawatthours
2023-11-03T10,CISO,California Independent System Operator,NG,Net generation,13884,megawatthours
2023-11-03T10,CISO,California Independent System Operator,TI,Total interchange,-6772,megawatthours
2023-11-03T11,CISO,California Independent System Operator,D,Demand,20873,megawatthours
2023-11-03T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20437,megawatthours
2023-11-03T11,CISO,California Independent System Operator,NG,Net generation,13331,megawatthours
2023-11-03T11,CISO,California Independent System Operator,TI,Total interchange,-6698,megawatthours
2023-11-03T12,CISO,California Independent System Operator,D,Demand,20706,megawatthours
2023-11-03T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20765,megawatthours
2023-11-03T12,CISO,California Independent System Operator,NG,Net generation,13226,megawatthours
2023-11-03T12,CISO,California Independent System Operator,TI,Total interchange,-6446,megawatthours
2023-11-03T13,CISO,California Independent System Operator,D,Demand,21038,megawatthours
2023-11-03T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21792,megawatthours
2023-11-03T13,CISO,California Independent System Operator,NG,Net generation,13799,megawatthours
2023-11-03T13,CISO,California Independent System Operator,TI,Total interchange,-6516,megawatthours
2023-11-03T14,CISO,California Independent System Operator,D,Demand,21306,megawatthours
2023-11-03T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23791,megawatthours
2023-11-03T14,CISO,California Independent System Operator,NG,Net generation,13920,megawatthours
2023-11-03T14,CISO,California Independent System Operator,TI,Total interchange,-6216,megawatthours
2023-11-03T15,CISO,California Independent System Operator,D,Demand,23554,megawatthours
2023-11-03T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25207,megawatthours
2023-11-03T15,CISO,California Independent System Operator,NG,Net generation,16466,megawatthours
2023-11-03T15,CISO,California Independent System Operator,TI,Total interchange,-6049,megawatthours
2023-11-03T16,CISO,California Independent System Operator,D,Demand,24850,megawatthours
2023-11-03T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24319,megawatthours
2023-11-03T16,CISO,California Independent System Operator,NG,Net generation,18079,megawatthours
2023-11-03T16,CISO,California Independent System Operator,TI,Total interchange,-4418,megawatthours
2023-11-03T17,CISO,California Independent System Operator,D,Demand,25017,megawatthours
2023-11-03T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22835,megawatthours
2023-11-03T17,CISO,California Independent System Operator,NG,Net generation,20175,megawatthours
2023-11-03T17,CISO,California Independent System Operator,TI,Total interchange,-3015,megawatthours
2023-11-03T18,CISO,California Independent System Operator,D,Demand,24952,megawatthours
2023-11-03T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21485,megawatthours
2023-11-03T18,CISO,California Independent System Operator,NG,Net generation,21752,megawatthours
2023-11-03T18,CISO,California Independent System Operator,TI,Total interchange,-2612,megawatthours
2023-11-03T19,CISO,California Independent System Operator,D,Demand,24615,megawatthours
2023-11-03T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20526,megawatthours
2023-11-03T19,CISO,California Independent System Operator,NG,Net generation,21830,megawatthours
2023-11-03T19,CISO,California Independent System Operator,TI,Total interchange,-2072,megawatthours
2023-11-03T20,CISO,California Independent System Operator,D,Demand,23856,megawatthours
2023-11-03T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20316,megawatthours
2023-11-03T20,CISO,California Independent System Operator,NG,Net generation,21602,megawatthours
2023-11-03T20,CISO,California Independent System Operator,TI,Total interchange,-1830,megawatthours
2023-11-03T21,CISO,California Independent System Operator,D,Demand,23529,megawatthours
2023-11-03T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20709,megawatthours
2023-11-03T21,CISO,California Independent System Operator,NG,Net generation,21502,megawatthours
2023-11-03T21,CISO,California Independent System Operator,TI,Total interchange,-1557,megawatthours
2023-11-03T22,CISO,California Independent System Operator,D,Demand,23711,megawatthours
2023-11-03T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21714,megawatthours
2023-11-03T22,CISO,California Independent System Operator,NG,Net generation,21944,megawatthours
2023-11-03T22,CISO,California Independent System Operator,TI,Total interchange,-1532,megawatthours
2023-11-03T23,CISO,California Independent System Operator,D,Demand,24254,megawatthours
2023-11-03T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23210,megawatthours
2023-11-03T23,CISO,California Independent System Operator,NG,Net generation,22532,megawatthours
2023-11-03T23,CISO,California Independent System Operator,TI,Total interchange,-2341,megawatthours
2023-11-04T00,CISO,California Independent System Operator,D,Demand,25102,megawatthours
2023-11-04T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25077,megawatthours
2023-11-04T00,CISO,California Independent System Operator,NG,Net generation,22556,megawatthours
2023-11-04T00,CISO,California Independent System Operator,TI,Total interchange,-3790,megawatthours
2023-11-04T01,CISO,California Independent System Operator,D,Demand,25838,megawatthours
2023-11-04T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26930,megawatthours
2023-11-04T01,CISO,California Independent System Operator,NG,Net generation,21640,megawatthours
2023-11-04T01,CISO,California Independent System Operator,TI,Total interchange,-5845,megawatthours
2023-11-04T02,CISO,California Independent System Operator,D,Demand,27286,megawatthours
2023-11-04T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27703,megawatthours
2023-11-04T02,CISO,California Independent System Operator,NG,Net generation,20685,megawatthours
2023-11-04T02,CISO,California Independent System Operator,TI,Total interchange,-6224,megawatthours
2023-11-04T03,CISO,California Independent System Operator,D,Demand,27895,megawatthours
2023-11-04T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26958,megawatthours
2023-11-04T03,CISO,California Independent System Operator,NG,Net generation,20876,megawatthours
2023-11-04T03,CISO,California Independent System Operator,TI,Total interchange,-6574,megawatthours
2023-11-04T04,CISO,California Independent System Operator,D,Demand,27163,megawatthours
2023-11-04T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26068,megawatthours
2023-11-04T04,CISO,California Independent System Operator,NG,Net generation,19830,megawatthours
2023-11-04T04,CISO,California Independent System Operator,TI,Total interchange,-6905,megawatthours
2023-11-04T05,CISO,California Independent System Operator,D,Demand,26333,megawatthours
2023-11-04T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25317,megawatthours
2023-11-04T05,CISO,California Independent System Operator,NG,Net generation,18688,megawatthours
2023-11-04T05,CISO,California Independent System Operator,TI,Total interchange,-6828,megawatthours
2023-11-04T06,CISO,California Independent System Operator,D,Demand,25540,megawatthours
2023-11-04T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24095,megawatthours
2023-11-04T06,CISO,California Independent System Operator,NG,Net generation,17844,megawatthours
2023-11-04T06,CISO,California Independent System Operator,TI,Total interchange,-7266,megawatthours
2023-11-04T07,CISO,California Independent System Operator,D,Demand,24435,megawatthours
2023-11-04T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22795,megawatthours
2023-11-04T07,CISO,California Independent System Operator,NG,Net generation,16310,megawatthours
2023-11-04T07,CISO,California Independent System Operator,TI,Total interchange,-7299,megawatthours
2023-11-04T08,CISO,California Independent System Operator,D,Demand,23236,megawatthours
2023-11-04T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21701,megawatthours
2023-11-04T08,CISO,California Independent System Operator,NG,Net generation,15049,megawatthours
2023-11-04T08,CISO,California Independent System Operator,TI,Total interchange,-6791,megawatthours
2023-11-04T09,CISO,California Independent System Operator,D,Demand,22127,megawatthours
2023-11-04T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20855,megawatthours
2023-11-04T09,CISO,California Independent System Operator,NG,Net generation,14438,megawatthours
2023-11-04T09,CISO,California Independent System Operator,TI,Total interchange,-6732,megawatthours
2023-11-04T10,CISO,California Independent System Operator,D,Demand,21258,megawatthours
2023-11-04T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20262,megawatthours
2023-11-04T10,CISO,California Independent System Operator,NG,Net generation,13717,megawatthours
2023-11-04T10,CISO,California Independent System Operator,TI,Total interchange,-6500,megawatthours
2023-11-04T11,CISO,California Independent System Operator,D,Demand,20561,megawatthours
2023-11-04T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19837,megawatthours
2023-11-04T11,CISO,California Independent System Operator,NG,Net generation,13216,megawatthours
2023-11-04T11,CISO,California Independent System Operator,TI,Total interchange,-6292,megawatthours
2023-11-04T12,CISO,California Independent System Operator,D,Demand,20091,megawatthours
2023-11-04T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19793,megawatthours
2023-11-04T12,CISO,California Independent System Operator,NG,Net generation,12924,megawatthours
2023-11-04T12,CISO,California Independent System Operator,TI,Total interchange,-6107,megawatthours
2023-11-04T13,CISO,California Independent System Operator,D,Demand,19982,megawatthours
2023-11-04T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20152,megawatthours
2023-11-04T13,CISO,California Independent System Operator,NG,Net generation,12988,megawatthours
2023-11-04T13,CISO,California Independent System Operator,TI,Total interchange,-6039,megawatthours
2023-11-04T14,CISO,California Independent System Operator,D,Demand,20275,megawatthours
2023-11-04T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20860,megawatthours
2023-11-04T14,CISO,California Independent System Operator,NG,Net generation,13385,megawatthours
2023-11-04T14,CISO,California Independent System Operator,TI,Total interchange,-5858,megawatthours
2023-11-04T15,CISO,California Independent System Operator,D,Demand,21090,megawatthours
2023-11-04T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21743,megawatthours
2023-11-04T15,CISO,California Independent System Operator,NG,Net generation,14366,megawatthours
2023-11-04T15,CISO,California Independent System Operator,TI,Total interchange,-6107,megawatthours
2023-11-04T16,CISO,California Independent System Operator,D,Demand,21799,megawatthours
2023-11-04T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21160,megawatthours
2023-11-04T16,CISO,California Independent System Operator,NG,Net generation,14933,megawatthours
2023-11-04T16,CISO,California Independent System Operator,TI,Total interchange,-4725,megawatthours
2023-11-04T17,CISO,California Independent System Operator,D,Demand,22473,megawatthours
2023-11-04T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20045,megawatthours
2023-11-04T17,CISO,California Independent System Operator,NG,Net generation,17336,megawatthours
2023-11-04T17,CISO,California Independent System Operator,TI,Total interchange,-3940,megawatthours
2023-11-04T18,CISO,California Independent System Operator,D,Demand,23343,megawatthours
2023-11-04T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,18748,megawatthours
2023-11-04T18,CISO,California Independent System Operator,NG,Net generation,19200,megawatthours
2023-11-04T18,CISO,California Independent System Operator,TI,Total interchange,-3317,megawatthours
2023-11-04T19,CISO,California Independent System Operator,D,Demand,22885,megawatthours
2023-11-04T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,17904,megawatthours
2023-11-04T19,CISO,California Independent System Operator,NG,Net generation,19392,megawatthours
