timestamp,temp_LAX_C,dewpoint_LAX_C,wind_LAX_ms,temp_SFO_C,dewpoint_SFO_C,wind_SFO_ms,temp_FAT_C,dewpoint_FAT_C,wind_FAT_ms,temp_avg_C,temp_max_C,temp_min_C,CDH,HDH
2023-01-01 00:00:00,15.0,13.9,3.1,12.2,10.0,6.7,14.4,13.9,8.8,13.866666666666667,15.0,12.2,0.0,4.433333333333334
2023-01-01 01:00:00,15.0,13.3,4.1,12.2,9.4,5.7,14.4,13.9,10.3,13.866666666666667,15.0,12.2,0.0,4.433333333333334
2023-01-01 02:00:00,15.0,13.3,3.1,11.7,9.4,7.2,13.9,13.3,8.2,13.533333333333333,15.0,11.7,0.0,4.7666666666666675
2023-01-01 03:00:00,15.0,13.9,6.2,12.2,8.3,7.2,13.9,13.3,6.7,13.700000000000001,15.0,12.2,0.0,4.6
2023-01-01 04:00:00,14.4,13.9,6.2,12.8,10.6,7.7,13.9,13.3,6.7,13.700000000000001,14.4,12.8,0.0,4.6
2023-01-01 05:00:00,15.0,13.9,7.2,12.2,10.0,7.2,13.9,12.8,10.3,13.700000000000001,15.0,12.2,0.0,4.6
2023-01-01 06:00:00,14.4,13.9,6.7,12.2,10.0,6.2,10.0,10.0,6.7,12.200000000000001,14.4,10.0,0.0,6.1
2023-01-01 07:00:00,14.4,13.3,5.1,12.2,9.4,8.2,10.0,8.9,5.1,12.200000000000001,14.4,10.0,0.0,6.1
2023-01-01 08:00:00,14.4,13.3,9.8,12.2,8.3,7.2,10.0,8.9,2.6,12.200000000000001,14.4,10.0,0.0,6.1
2023-01-01 09:00:00,13.9,11.1,11.3,11.1,8.3,4.6,10.0,7.2,5.1,11.666666666666666,13.9,10.0,0.0,6.633333333333335
2023-01-01 10:00:00,13.3,10.6,10.8,10.6,7.8,3.1,8.9,8.9,3.6,10.933333333333332,13.3,8.9,0.0,7.366666666666669
2023-01-01 11:00:00,13.3,10.0,10.8,10.6,7.8,6.2,8.9,8.9,3.6,10.933333333333332,13.3,8.9,0.0,7.366666666666669
2023-01-01 12:00:00,12.8,10.0,4.1,11.1,7.2,9.3,8.9,8.9,3.6,10.933333333333332,12.8,8.9,0.0,7.366666666666669
2023-01-01 13:00:00,12.8,8.9,3.6,10.6,6.7,7.2,9.4,8.9,5.1,10.933333333333332,12.8,9.4,0.0,7.366666666666669
2023-01-01 14:00:00,12.8,9.4,4.6,10.6,6.1,5.7,9.4,8.9,4.1,10.933333333333332,12.8,9.4,0.0,7.366666666666669
2023-01-01 15:00:00,12.2,8.3,2.1,9.4,5.6,3.6,9.4,8.9,6.7,10.333333333333334,12.2,9.4,0.0,7.966666666666667
2023-01-01 16:00:00,13.3,8.3,4.6,10.6,6.1,1.5,9.4,9.4,4.6,11.1,13.3,9.4,0.0,7.200000000000001
2023-01-01 17:00:00,13.9,8.3,2.6,12.2,7.2,4.6,9.4,8.9,6.2,11.833333333333334,13.9,9.4,0.0,6.466666666666667
2023-01-01 18:00:00,14.4,8.9,3.6,13.3,7.2,6.2,10.0,7.8,7.7,12.566666666666668,14.4,10.0,0.0,5.7333333333333325
2023-01-01 19:00:00,15.6,10.0,10.8,14.4,6.7,5.1,11.1,6.7,6.2,13.700000000000001,15.6,11.1,0.0,4.6
2023-01-01 20:00:00,15.6,10.0,11.8,14.4,6.7,0.0,12.2,6.1,6.2,14.066666666666668,15.6,12.2,0.0,4.2333333333333325
2023-01-01 21:00:00,15.6,10.0,11.8,14.4,6.7,2.1,12.2,6.1,6.2,14.066666666666668,15.6,12.2,0.0,4.2333333333333325
2023-01-01 22:00:00,16.1,10.0,11.8,16.7,5.6,0.0,12.2,6.1,5.1,15.0,16.7,12.2,0.0,3.3000000000000007
2023-01-01 23:00:00,15.6,10.0,10.3,16.1,7.2,7.2,12.8,5.6,3.6,14.833333333333334,16.1,12.8,0.0,3.466666666666667
2023-01-02 00:00:00,13.9,9.4,4.1,14.4,7.8,8.8,12.8,5.0,4.6,13.700000000000001,14.4,12.8,0.0,4.6
2023-01-02 01:00:00,13.9,10.0,5.1,12.8,8.3,9.3,11.7,5.0,2.6,12.800000000000002,13.9,11.7,0.0,5.499999999999998
2023-01-02 02:00:00,13.9,9.4,6.2,12.8,7.2,4.1,10.6,5.6,0.0,12.433333333333335,13.9,10.6,0.0,5.866666666666665
2023-01-02 03:00:00,13.9,9.4,6.7,13.3,5.0,3.6,10.0,6.1,1.5,12.4,13.9,10.0,0.0,5.9
2023-01-02 04:00:00,12.8,7.8,2.6,13.3,2.8,2.1,9.4,6.1,2.1,11.833333333333334,13.3,9.4,0.0,6.466666666666667
2023-01-02 05:00:00,12.8,7.8,1.5,12.8,1.7,3.1,8.9,5.6,0.0,11.5,12.8,8.9,0.0,6.800000000000001
2023-01-02 06:00:00,13.3,3.3,3.6,12.8,1.1,3.1,7.8,4.4,1.5,11.299999999999999,13.3,7.8,0.0,7.000000000000002
2023-01-02 07:00:00,12.8,3.3,4.1,11.7,1.1,0.0,6.7,4.4,0.0,10.4,12.8,6.7,0.0,7.9
2023-01-02 08:00:00,12.8,2.2,5.1,12.2,0.0,0.0,6.1,5.6,1.5,10.366666666666667,12.8,6.1,0.0,7.933333333333334
2023-01-02 09:00:00,12.8,1.7,3.6,10.6,0.6,2.1,5.0,4.4,0.0,9.466666666666667,12.8,5.0,0.0,8.833333333333334
2023-01-02 10:00:00,12.8,1.7,5.1,10.0,3.9,1.5,5.0,3.9,0.0,9.266666666666667,12.8,5.0,0.0,9.033333333333333
2023-01-02 11:00:00,11.1,2.8,2.1,8.9,2.8,2.6,4.4,2.8,0.0,8.133333333333333,11.1,4.4,0.0,10.166666666666668
2023-01-02 12:00:00,11.1,1.7,2.6,9.4,3.3,1.5,3.9,3.3,0.0,8.133333333333333,11.1,3.9,0.0,10.166666666666668
2023-01-02 13:00:00,8.9,2.8,2.1,10.6,5.0,0.0,3.9,3.3,1.5,7.8,10.6,3.9,0.0,10.5
2023-01-02 14:00:00,8.9,4.4,2.6,8.9,3.3,2.6,4.4,4.4,3.1,7.400000000000001,8.9,4.4,0.0,10.899999999999999
2023-01-02 15:00:00,8.9,4.4,2.1,10.0,2.8,3.1,5.0,4.4,3.1,7.966666666666666,10.0,5.0,0.0,10.333333333333336
2023-01-02 16:00:00,9.4,4.4,1.5,9.4,2.8,4.1,4.4,3.3,2.6,7.733333333333334,9.4,4.4,0.0,10.566666666666666
2023-01-02 17:00:00,10.6,6.1,2.1,10.6,4.4,3.6,5.0,3.3,2.6,8.733333333333333,10.6,5.0,0.0,9.566666666666668
2023-01-02 18:00:00,12.2,6.7,2.1,10.0,5.0,4.6,6.7,4.4,4.6,9.633333333333333,12.2,6.7,0.0,8.666666666666668
2023-01-02 19:00:00,13.3,6.7,2.6,10.6,2.8,0.0,7.8,4.4,3.6,10.566666666666666,13.3,7.8,0.0,7.733333333333334
2023-01-02 20:00:00,13.9,6.1,0.0,11.1,4.4,4.6,8.9,3.9,4.6,11.299999999999999,13.9,8.9,0.0,7.000000000000002
2023-01-02 21:00:00,13.9,6.7,2.6,11.1,5.0,3.6,9.4,3.9,5.1,11.466666666666667,13.9,9.4,0.0,6.833333333333334
2023-01-02 22:00:00,13.3,6.1,0.0,11.7,6.1,4.1,10.0,3.3,2.6,11.666666666666666,13.3,10.0,0.0,6.633333333333335
2023-01-02 23:00:00,13.9,6.7,3.6,11.1,6.7,6.2,10.0,3.3,4.1,11.666666666666666,13.9,10.0,0.0,6.633333333333335
2023-01-03 00:00:00,13.9,4.4,2.1,10.6,6.1,4.6,9.4,4.4,3.6,11.299999999999999,13.9,9.4,0.0,7.000000000000002
2023-01-03 01:00:00,12.8,8.3,5.1,10.0,7.8,6.2,8.3,5.6,2.6,10.366666666666667,12.8,8.3,0.0,7.933333333333334
2023-01-03 02:00:00,12.2,8.9,2.6,10.6,7.2,8.2,7.8,6.1,4.1,10.2,12.2,7.8,0.0,8.100000000000001
2023-01-03 03:00:00,12.2,8.3,0.0,9.4,8.3,10.3,7.8,6.1,4.6,9.8,12.2,7.8,0.0,8.5
2023-01-03 04:00:00,12.2,7.2,0.0,10.0,7.8,8.2,7.8,6.1,4.6,10.0,12.2,7.8,0.0,8.3
2023-01-03 05:00:00,11.7,9.4,3.6,10.0,6.7,9.3,7.8,6.1,5.1,9.833333333333334,11.7,7.8,0.0,8.466666666666667
2023-01-03 06:00:00,11.1,7.8,3.6,9.4,7.2,6.2,7.8,6.1,3.6,9.433333333333334,11.1,7.8,0.0,8.866666666666667
2023-01-03 07:00:00,11.7,8.3,3.6,10.0,7.8,7.2,8.9,6.1,3.6,10.200000000000001,11.7,8.9,0.0,8.1
2023-01-03 08:00:00,11.1,8.9,4.1,10.0,7.8,7.7,8.9,6.1,2.6,10.0,11.1,8.9,0.0,8.3
2023-01-03 09:00:00,11.1,8.9,3.6,10.0,7.8,7.7,9.4,6.7,2.6,10.166666666666666,11.1,9.4,0.0,8.133333333333335
2023-01-03 10:00:00,11.1,8.9,3.1,10.0,7.8,6.7,8.9,7.2,2.1,10.0,11.1,8.9,0.0,8.3
2023-01-03 11:00:00,10.6,9.4,4.6,9.4,7.2,7.7,9.4,6.1,2.6,9.799999999999999,10.6,9.4,0.0,8.500000000000002
2023-01-03 12:00:00,10.0,8.9,5.7,8.9,6.7,5.1,8.9,7.2,0.0,9.266666666666666,10.0,8.9,0.0,9.033333333333335
2023-01-03 13:00:00,10.0,8.3,5.1,9.4,7.2,5.1,9.4,6.1,2.6,9.6,10.0,9.4,0.0,8.700000000000001
2023-01-03 14:00:00,10.6,8.3,5.1,9.4,7.2,5.7,9.4,6.7,3.1,9.799999999999999,10.6,9.4,0.0,8.500000000000002
2023-01-03 15:00:00,11.1,8.3,5.1,10.0,7.2,0.0,8.3,6.7,1.5,9.8,11.1,8.3,0.0,8.5
2023-01-03 16:00:00,11.1,8.9,5.7,10.0,7.2,2.1,8.3,7.2,1.5,9.8,11.1,8.3,0.0,8.5
2023-01-03 17:00:00,11.1,10.0,6.7,10.0,7.2,1.5,9.4,6.7,1.5,10.166666666666666,11.1,9.4,0.0,8.133333333333335
2023-01-03 18:00:00,12.2,10.0,6.7,10.6,7.8,2.1,11.1,7.2,2.1,11.299999999999999,12.2,10.6,0.0,7.000000000000002
2023-01-03 19:00:00,12.2,10.6,7.7,11.1,7.8,2.6,12.2,7.8,2.1,11.833333333333334,12.2,11.1,0.0,6.466666666666667
2023-01-03 20:00:00,13.3,11.1,7.7,11.7,7.8,0.0,13.9,7.2,1.5,12.966666666666667,13.9,11.7,0.0,5.333333333333334
2023-01-03 21:00:00,13.9,11.7,6.7,11.1,8.3,1.5,14.4,7.2,3.6,13.133333333333333,14.4,11.1,0.0,5.166666666666668
2023-01-03 22:00:00,14.4,12.2,5.7,12.2,8.9,2.1,15.0,7.2,3.6,13.866666666666667,15.0,12.2,0.0,4.433333333333334
2023-01-03 23:00:00,14.4,11.7,4.6,12.2,9.4,3.6,15.0,7.2,3.6,13.866666666666667,15.0,12.2,0.0,4.433333333333334
2023-01-04 00:00:00,14.4,12.2,6.2,12.2,8.9,3.1,14.4,7.2,3.6,13.666666666666666,14.4,12.2,0.0,4.633333333333335
2023-01-04 01:00:00,14.4,12.2,5.7,11.7,8.9,4.1,13.3,7.8,2.6,13.133333333333335,14.4,11.7,0.0,5.166666666666666
2023-01-04 02:00:00,13.9,12.8,6.7,11.7,8.9,2.6,12.8,7.8,0.0,12.800000000000002,13.9,11.7,0.0,5.499999999999998
2023-01-04 03:00:00,13.9,12.8,4.6,11.7,9.4,2.6,11.1,8.3,2.6,12.233333333333334,13.9,11.1,0.0,6.066666666666666
2023-01-04 04:00:00,13.9,13.3,4.1,11.1,8.9,2.1,10.6,8.3,3.1,11.866666666666667,13.9,10.6,0.0,6.433333333333334
2023-01-04 05:00:00,13.9,13.3,4.6,10.6,8.9,0.0,10.0,7.8,4.1,11.5,13.9,10.0,0.0,6.800000000000001
2023-01-04 06:00:00,13.9,13.3,5.1,11.1,9.4,1.5,8.9,6.7,0.0,11.299999999999999,13.9,8.9,0.0,7.000000000000002
2023-01-04 07:00:00,13.9,13.3,5.1,10.6,8.9,0.0,8.9,7.2,0.0,11.133333333333333,13.9,8.9,0.0,7.166666666666668
2023-01-04 08:00:00,13.9,13.3,4.6,11.1,8.9,2.1,8.9,7.2,2.6,11.299999999999999,13.9,8.9,0.0,7.000000000000002
2023-01-04 09:00:00,13.9,13.3,4.6,10.0,8.3,1.5,7.8,6.7,1.5,10.566666666666666,13.9,7.8,0.0,7.733333333333334
2023-01-04 10:00:00,13.9,13.3,4.1,9.4,8.3,0.0,8.3,6.1,1.5,10.533333333333333,13.9,8.3,0.0,7.7666666666666675
2023-01-04 11:00:00,13.9,13.9,3.6,10.0,8.3,2.1,7.2,6.1,3.1,10.366666666666665,13.9,7.2,0.0,7.933333333333335
2023-01-04 12:00:00,13.9,13.9,4.6,10.6,8.3,0.0,8.3,5.6,2.6,10.933333333333332,13.9,8.3,0.0,7.366666666666669
2023-01-04 13:00:00,13.9,13.9,4.1,11.1,8.3,3.1,9.4,5.6,3.1,11.466666666666667,13.9,9.4,0.0,6.833333333333334
2023-01-04 14:00:00,14.4,13.9,4.1,10.0,8.9,2.6,8.9,6.7,2.6,11.1,14.4,8.9,0.0,7.200000000000001
2023-01-04 15:00:00,14.4,13.9,4.6,10.6,8.9,4.6,8.9,6.7,1.5,11.299999999999999,14.4,8.9,0.0,7.000000000000002
2023-01-04 16:00:00,14.4,13.9,4.1,11.1,9.4,2.1,9.4,7.8,1.5,11.633333333333333,14.4,9.4,0.0,6.666666666666668
2023-01-04 17:00:00,14.4,14.4,4.1,12.8,10.0,4.1,10.0,7.2,3.6,12.4,14.4,10.0,0.0,5.9
2023-01-04 18:00:00,15.0,14.4,5.1,13.3,10.0,10.8,14.4,6.1,4.6,14.233333333333334,15.0,13.3,0.0,4.066666666666666
2023-01-04 19:00:00,15.0,15.0,4.1,13.3,10.6,9.8,16.7,7.8,3.6,15.0,16.7,13.3,0.0,3.3000000000000007
2023-01-04 20:00:00,15.6,15.0,6.7,13.3,11.1,9.8,15.6,9.4,4.6,14.833333333333334,15.6,13.3,0.0,3.466666666666667
2023-01-04 21:00:00,15.6,15.0,5.7,13.3,11.7,10.8,15.6,9.4,4.1,14.833333333333334,15.6,13.3,0.0,3.466666666666667
2023-01-04 22:00:00,16.1,15.0,6.2,13.3,11.7,10.8,17.8,6.7,4.6,15.733333333333334,17.8,13.3,0.0,2.5666666666666664
2023-01-04 23:00:00,15.6,14.4,5.7,14.4,12.2,9.8,16.7,7.8,4.6,15.566666666666668,16.7,14.4,0.0,2.7333333333333325
2023-01-05 00:00:00,15.6,14.4,5.7,16.1,11.7,11.3,16.7,8.9,4.1,16.133333333333336,16.7,15.6,0.0,2.1666666666666643
2023-01-05 01:00:00,15.0,14.4,4.6,15.6,12.2,12.4,16.7,7.2,6.7,15.766666666666666,16.7,15.0,0.0,2.533333333333335
2023-01-05 02:00:00,15.0,13.9,3.6,15.0,12.2,10.8,17.2,8.3,5.7,15.733333333333334,17.2,15.0,0.0,2.5666666666666664
2023-01-05 03:00:00,15.0,13.9,4.1,15.0,11.7,11.3,15.6,11.7,3.1,15.200000000000001,15.6,15.0,0.0,3.0999999999999996
2023-01-05 04:00:00,15.0,12.8,3.1,15.6,11.1,11.8,15.6,11.7,2.6,15.4,15.6,15.0,0.0,2.9000000000000004
2023-01-05 05:00:00,15.0,12.8,4.1,16.7,10.6,15.4,15.6,10.0,4.6,15.766666666666666,16.7,15.0,0.0,2.533333333333335
2023-01-05 06:00:00,14.4,13.3,4.1,14.4,11.7,13.4,13.9,11.7,5.7,14.233333333333334,14.4,13.9,0.0,4.066666666666666
2023-01-05 07:00:00,14.4,13.3,5.1,14.4,11.7,16.0,13.3,11.7,7.2,14.033333333333333,14.4,13.3,0.0,4.2666666666666675
2023-01-05 08:00:00,14.4,13.3,5.7,15.0,11.7,13.9,13.3,10.0,12.9,14.233333333333334,15.0,13.3,0.0,4.066666666666666
2023-01-05 09:00:00,14.4,12.8,3.1,15.0,11.7,12.9,12.2,11.7,8.2,13.866666666666665,15.0,12.2,0.0,4.433333333333335
2023-01-05 10:00:00,13.3,12.8,5.7,15.0,11.1,13.4,12.2,11.1,4.6,13.5,15.0,12.2,0.0,4.800000000000001
2023-01-05 11:00:00,13.3,12.8,5.7,15.0,11.1,9.3,12.2,11.7,4.1,13.5,15.0,12.2,0.0,4.800000000000001
2023-01-05 12:00:00,13.3,12.2,5.7,15.0,10.6,7.7,13.3,10.0,6.7,13.866666666666667,15.0,13.3,0.0,4.433333333333334
2023-01-05 13:00:00,13.3,12.2,7.7,15.0,10.6,10.8,11.7,11.1,3.1,13.333333333333334,15.0,11.7,0.0,4.966666666666667
2023-01-05 14:00:00,12.8,12.2,6.2,15.0,10.0,9.3,11.7,10.0,3.6,13.166666666666666,15.0,11.7,0.0,5.133333333333335
2023-01-05 15:00:00,13.3,12.2,8.2,15.0,10.0,10.3,11.1,10.6,4.1,13.133333333333333,15.0,11.1,0.0,5.166666666666668
2023-01-05 16:00:00,13.9,12.8,7.7,14.4,10.0,7.2,12.2,10.6,6.7,13.5,14.4,12.2,0.0,4.800000000000001
2023-01-05 17:00:00,13.9,12.8,4.6,14.4,10.0,8.8,12.2,10.6,8.2,13.5,14.4,12.2,0.0,4.800000000000001
2023-01-05 18:00:00,15.0,13.9,6.7,12.8,10.0,5.7,13.9,11.1,7.7,13.9,15.0,12.8,0.0,4.4
2023-01-05 19:00:00,16.1,15.0,7.7,12.8,10.0,6.2,15.0,11.7,8.2,14.633333333333335,16.1,12.8,0.0,3.666666666666666
2023-01-05 20:00:00,16.1,14.4,7.2,12.2,8.9,8.2,15.6,9.4,8.8,14.633333333333333,16.1,12.2,0.0,3.666666666666668
2023-01-05 21:00:00,16.7,12.8,7.2,12.2,9.4,5.1,14.4,12.2,6.2,14.433333333333332,16.7,12.2,0.0,3.866666666666669
2023-01-05 22:00:00,16.1,11.1,6.2,13.3,10.0,5.7,13.3,11.7,6.2,14.233333333333334,16.1,13.3,0.0,4.066666666666666
2023-01-05 23:00:00,15.6,12.2,6.2,13.9,9.4,7.2,13.9,10.6,3.6,14.466666666666667,15.6,13.9,0.0,3.833333333333334
2023-01-06 00:00:00,15.6,12.2,7.7,13.3,8.9,6.7,11.7,7.8,3.6,13.533333333333331,15.6,11.7,0.0,4.766666666666669
2023-01-06 01:00:00,15.0,11.7,6.7,13.3,8.9,6.7,11.7,8.3,2.1,13.333333333333334,15.0,11.7,0.0,4.966666666666667
2023-01-06 02:00:00,15.0,11.1,7.2,12.8,8.9,3.6,11.1,9.4,2.1,12.966666666666667,15.0,11.1,0.0,5.333333333333334
2023-01-06 03:00:00,14.4,11.1,3.6,12.8,8.9,2.1,11.1,9.4,0.0,12.766666666666667,14.4,11.1,0.0,5.533333333333333
2023-01-06 04:00:00,13.9,11.1,4.6,12.2,8.9,2.1,10.6,10.0,0.0,12.233333333333334,13.9,10.6,0.0,6.066666666666666
2023-01-06 05:00:00,13.3,10.0,4.6,12.2,8.9,2.6,10.0,9.4,1.5,11.833333333333334,13.3,10.0,0.0,6.466666666666667
2023-01-06 06:00:00,13.3,9.4,5.1,12.2,8.9,3.6,10.0,9.4,1.5,11.833333333333334,13.3,10.0,0.0,6.466666666666667
2023-01-06 07:00:00,12.8,10.0,2.6,11.7,8.9,3.6,9.4,8.9,1.5,11.299999999999999,12.8,9.4,0.0,7.000000000000002
2023-01-06 08:00:00,12.8,9.4,2.1,12.2,8.9,3.6,8.3,7.8,2.1,11.1,12.8,8.3,0.0,7.200000000000001
2023-01-06 09:00:00,11.1,8.3,2.1,11.7,8.9,3.6,7.2,7.2,1.5,9.999999999999998,11.7,7.2,0.0,8.300000000000002
2023-01-06 10:00:00,10.0,8.3,0.0,11.7,8.3,3.6,6.7,6.7,0.0,9.466666666666667,11.7,6.7,0.0,8.833333333333334
2023-01-06 11:00:00,10.6,8.3,1.5,11.7,8.9,3.6,6.1,6.1,0.0,9.466666666666667,11.7,6.1,0.0,8.833333333333334
2023-01-06 12:00:00,9.4,7.8,0.0,11.1,8.9,4.6,5.6,5.6,1.5,8.700000000000001,11.1,5.6,0.0,9.6
2023-01-06 13:00:00,7.8,7.2,1.5,10.6,8.3,4.1,5.6,5.6,1.5,8.0,10.6,5.6,0.0,10.3
2023-01-06 14:00:00,8.3,7.2,1.5,10.6,7.8,2.6,5.6,4.4,1.5,8.166666666666666,10.6,5.6,0.0,10.133333333333335
2023-01-06 15:00:00,9.4,7.2,3.1,10.6,7.2,1.5,4.4,4.4,2.6,8.133333333333333,10.6,4.4,0.0,10.166666666666668
2023-01-06 16:00:00,10.0,7.8,1.5,10.6,7.2,2.1,5.6,5.0,1.5,8.733333333333334,10.6,5.6,0.0,9.566666666666666
2023-01-06 17:00:00,11.7,6.7,2.1,11.1,7.8,0.0,7.2,6.1,2.6,9.999999999999998,11.7,7.2,0.0,8.300000000000002
2023-01-06 18:00:00,13.3,7.2,1.5,12.8,8.3,4.6,9.4,7.2,2.6,11.833333333333334,13.3,9.4,0.0,6.466666666666667
2023-01-06 19:00:00,14.4,6.7,2.6,13.9,8.3,5.1,11.1,7.8,3.1,13.133333333333333,14.4,11.1,0.0,5.166666666666668
2023-01-06 20:00:00,16.1,7.2,2.1,13.3,9.4,4.6,12.2,8.3,4.1,13.866666666666667,16.1,12.2,0.0,4.433333333333334
2023-01-06 21:00:00,15.6,8.9,3.1,15.6,9.4,2.1,13.3,7.2,4.6,14.833333333333334,15.6,13.3,0.0,3.466666666666667
2023-01-06 22:00:00,16.7,8.3,1.5,16.7,8.3,4.1,13.9,6.7,2.6,15.766666666666666,16.7,13.9,0.0,2.533333333333335
2023-01-06 23:00:00,15.0,7.2,5.7,16.1,8.9,3.6,14.4,6.1,2.6,15.166666666666666,16.1,14.4,0.0,3.1333333333333346
2023-01-07 00:00:00,14.4,8.3,3.6,15.6,8.3,6.2,13.9,6.7,2.1,14.633333333333333,15.6,13.9,0.0,3.666666666666668
2023-01-07 01:00:00,13.3,8.9,1.5,15.6,7.8,6.2,13.3,6.7,1.5,14.066666666666668,15.6,13.3,0.0,4.2333333333333325
2023-01-07 02:00:00,13.3,9.4,3.1,13.9,8.3,3.1,11.7,6.7,0.0,12.966666666666669,13.9,11.7,0.0,5.333333333333332
2023-01-07 03:00:00,13.3,10.0,1.5,13.3,8.3,2.6,11.1,7.2,0.0,12.566666666666668,13.3,11.1,0.0,5.7333333333333325
2023-01-07 04:00:00,13.3,10.6,5.1,12.8,8.9,2.6,10.0,7.8,2.1,12.033333333333333,13.3,10.0,0.0,6.2666666666666675
2023-01-07 05:00:00,13.3,9.4,2.1,13.3,7.8,3.6,9.4,7.2,2.6,12.0,13.3,9.4,0.0,6.300000000000001
2023-01-07 06:00:00,12.2,9.4,0.0,12.8,8.9,2.1,8.9,7.2,1.5,11.299999999999999,12.8,8.9,0.0,7.000000000000002
2023-01-07 07:00:00,12.8,6.7,1.5,13.3,7.8,2.6,8.3,6.7,0.0,11.466666666666669,13.3,8.3,0.0,6.833333333333332
2023-01-07 08:00:00,12.2,6.1,2.1,13.3,7.8,5.7,8.3,6.7,1.5,11.266666666666666,13.3,8.3,0.0,7.033333333333335
2023-01-07 09:00:00,11.1,6.1,1.5,12.8,7.8,6.7,7.8,6.1,1.5,10.566666666666666,12.8,7.8,0.0,7.733333333333334
2023-01-07 10:00:00,11.7,4.4,2.1,13.3,7.8,7.2,8.3,6.7,0.0,11.1,13.3,8.3,0.0,7.200000000000001
2023-01-07 11:00:00,11.1,3.9,0.0,12.8,7.8,5.1,8.3,6.1,2.6,10.733333333333334,12.8,8.3,0.0,7.566666666666666
2023-01-07 12:00:00,11.7,3.9,3.1,12.8,8.3,5.7,8.3,6.1,2.1,10.933333333333332,12.8,8.3,0.0,7.366666666666669
2023-01-07 13:00:00,11.1,3.9,2.6,12.8,7.2,2.1,7.2,6.7,2.1,10.366666666666665,12.8,7.2,0.0,7.933333333333335
2023-01-07 14:00:00,11.1,3.9,3.6,13.9,6.1,6.2,8.3,6.1,3.1,11.1,13.9,8.3,0.0,7.200000000000001
2023-01-07 15:00:00,12.8,3.3,3.1,14.4,4.4,10.3,7.8,6.7,2.1,11.666666666666666,14.4,7.8,0.0,6.633333333333335
2023-01-07 16:00:00,12.2,3.9,2.1,13.3,6.1,5.1,8.3,7.2,1.5,11.266666666666666,13.3,8.3,0.0,7.033333333333335
2023-01-07 17:00:00,14.4,5.0,1.5,13.9,5.6,6.2,8.9,6.7,2.6,12.4,14.4,8.9,0.0,5.9
2023-01-07 18:00:00,15.0,4.4,3.1,15.0,5.0,7.7,10.0,6.7,4.1,13.333333333333334,15.0,10.0,0.0,4.966666666666667
2023-01-07 19:00:00,17.2,4.4,1.5,16.1,2.8,7.7,11.1,7.2,3.6,14.799999999999999,17.2,11.1,0.0,3.5000000000000018
2023-01-07 20:00:00,18.3,3.3,1.5,15.6,4.4,6.2,13.9,6.1,3.1,15.933333333333332,18.3,13.9,0.0,2.366666666666669
2023-01-07 21:00:00,19.4,3.3,2.6,16.1,2.8,4.6,15.6,5.0,2.6,17.033333333333335,19.4,15.6,0.0,1.2666666666666657
2023-01-07 22:00:00,17.2,8.3,4.6,16.7,3.3,7.7,17.2,5.6,3.6,17.03333333333333,17.2,16.7,0.0,1.2666666666666693
2023-01-07 23:00:00,16.7,9.4,3.6,16.1,4.4,7.2,17.8,2.8,3.6,16.866666666666664,17.8,16.1,0.0,1.4333333333333371
2023-01-08 00:00:00,15.6,9.4,4.1,13.3,8.3,9.3,16.1,3.3,3.6,15.0,16.1,13.3,0.0,3.3000000000000007
2023-01-08 01:00:00,14.4,10.0,4.1,11.7,8.3,11.3,15.6,3.3,3.1,13.9,15.6,11.7,0.0,4.4
2023-01-08 02:00:00,14.4,10.0,0.0,11.7,8.3,9.8,14.4,6.1,3.1,13.5,14.4,11.7,0.0,4.800000000000001
2023-01-08 03:00:00,13.9,9.4,0.0,11.7,8.3,10.3,12.8,7.2,2.6,12.800000000000002,13.9,11.7,0.0,5.499999999999998
2023-01-08 04:00:00,14.4,10.6,1.5,13.3,8.9,11.3,13.3,7.2,4.1,13.666666666666666,14.4,13.3,0.0,4.633333333333335
2023-01-08 05:00:00,13.3,11.1,2.6,12.2,8.3,10.3,14.4,5.6,2.1,13.299999999999999,14.4,12.2,0.0,5.000000000000002
2023-01-08 06:00:00,13.3,11.7,2.1,12.8,8.9,13.9,15.6,3.9,3.1,13.9,15.6,12.8,0.0,4.4
2023-01-08 07:00:00,12.2,10.0,0.0,13.9,10.0,12.4,13.3,6.7,2.6,13.133333333333335,13.9,12.2,0.0,5.166666666666666
2023-01-08 08:00:00,12.8,8.9,1.5,13.3,10.6,10.8,13.9,5.0,2.6,13.333333333333334,13.9,12.8,0.0,4.966666666666667
2023-01-08 09:00:00,11.1,8.9,2.1,13.9,11.1,13.9,11.7,7.8,2.1,12.233333333333334,13.9,11.1,0.0,6.066666666666666
2023-01-08 10:00:00,12.2,10.0,0.0,15.0,11.1,9.3,13.9,6.1,3.6,13.700000000000001,15.0,12.2,0.0,4.6
2023-01-08 11:00:00,10.6,8.3,0.0,15.0,11.1,10.8,13.3,5.0,5.1,12.966666666666669,15.0,10.6,0.0,5.333333333333332
2023-01-08 12:00:00,10.0,7.8,2.1,14.4,10.0,7.2,14.4,3.3,3.1,12.933333333333332,14.4,10.0,0.0,5.366666666666669
2023-01-08 13:00:00,10.6,7.2,0.0,14.4,10.0,8.2,11.7,7.2,3.6,12.233333333333334,14.4,10.6,0.0,6.066666666666666
