Weeks_Solved,Weeks_Normal,Weeks_Scarcity,Cost_Nuclear_Mean,Cost_Nuclear_Min,Cost_Nuclear_Max,Premium_Median_pct,Premium_Normal_Mean_pct,Premium_Normal_Min_pct,Premium_Normal_Max_pct,Premium_Scarcity_Mean_pct,Premium_Scarcity_Max_pct,Weeks_Shed_WithNuclear,Total_Shed_NoNuclear_MWh,CO2_Saving_Annualized_Mt
50,35,15,50.6,39.13,217.2,14.15,13.45,11.7,15.0,74.15,210.3,11,495262.0,9.01
