BESS_Mode,Cost_MWh,BESS_Cycles,BESS_Revenue
Fixed cost ($5/MWh),40.5296157872192,0.8546015180265655,0.0
Price-responsive,39.012226192946166,5.455996157495256,4189815.729233913
