Target,Best_Model,MAE,RMSE,R2,MAPE,90% Coverage,90% PI Width,Q_hat (Conformal)
net_load_MW,LightGBM,65.75649340043893,103.27242081924396,0.9978921954768848,0.2796023234775838,90.08620689655173,920.7777317627734,179.189987059149
price_proxy_USD_MWh,XGBoost,14.191356035989289,18.242218996875824,0.013976959163626623,178.8750208146257,89.58333333333334,52.6065309592788,9.595237920670456
