num_leaves,val_MAE,test_MAE,val_R2,test_R2
31,1410.2409768191642,1456.7840233059267,0.9193486813190939,0.8543575078338661
63,1365.2500199290744,1564.635327574261,0.9292676414136832,0.8433729794262331
127,1407.7989192904774,1533.9950868700773,0.9182930873069959,0.841244776187205
255,1407.7989192904774,1533.9950868700773,0.9182930873069959,0.841244776187205
